Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.02     40.88     0.01                             ft_free_2darr (ft_free_2darr.c:22 @ fbe5)
  0.02     40.89     0.01                             ft_memcpy (ft_memcpy.c:29 @ eb15)
  0.02     40.90     0.01                             ft_memcpy (ft_memcpy.c:28 @ eb41)
  0.02     40.91     0.01                             ft_memcpy (ft_memcpy.c:29 @ eb4b)
  0.02     40.92     0.01                             getPixelColorsRGBA8 (lodepng.c:3633 @ 1a213)
  0.02     40.93     0.01                             get_str_count (ft_split.c:24 @ f430)
  0.02     40.94     0.01                             inflateHuffmanBlock (lodepng.c:1265 @ 168da)
  0.02     40.95     0.01                             inflateHuffmanBlock (lodepng.c:1267 @ 168f6)
  0.02     40.96     0.01                             inflateHuffmanBlock (lodepng.c:1281 @ 169a9)
  0.02     40.97     0.01                             inflateHuffmanBlock (lodepng.c:1287 @ 169ef)
  0.02     40.98     0.01                             inflateHuffmanBlock (lodepng.c:1314 @ 16b53)
  0.02     40.99     0.01                             inner_loop (fill_triangle.c:155 @ af92)
  0.02     41.00     0.01                             inner_loop (fill_triangle.c:139 @ afad)
  0.02     41.01     0.01                             inner_loop (fill_triangle.c:153 @ b01d)
  0.02     41.02     0.01                             inner_loop (fill_triangle.c:154 @ b021)
  0.02     41.03     0.01                             inner_loop (fill_triangle.c:161 @ b070)
  0.02     41.04     0.01                             inner_loop (fill_triangle.c:155 @ b3f2)
  0.02     41.05     0.01                             inner_loop (fill_triangle.c:155 @ b40e)
  0.02     41.06     0.01                             inner_loop (fill_triangle.c:154 @ b4a3)
  0.02     41.07     0.01                             line_zplane_intersection (clipping_z.c:52 @ bcf5)
  0.02     41.08     0.01                             lodepng_crc32 (lodepng.c:2665 @ 1765b)
  0.02     41.09     0.01                             lodepng_crc32 (lodepng.c:2668 @ 176cf)
  0.02     41.10     0.01                             lodepng_memcpy (lodepng.c:121 @ 1482a)
  0.02     41.11     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 103a4)
  0.02     41.12     0.01                             my_str_cpy (get_next_line_utils.c:83 @ 103b3)
  0.02     41.13     0.01                             my_str_cpy (get_next_line_utils.c:75 @ 10410)
  0.02     41.14     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 10415)
  0.02     41.15     0.01                             my_str_cpy (get_next_line_utils.c:80 @ 10445)
  0.02     41.16     0.01                             obj_parser_handle_faces (obj_parser.c:334 @ 8efc)
  0.02     41.17     0.01                             peekBits (lodepng.c:565 @ 15459)
  0.02     41.18     0.01                             projection_matrix (init_matrix.c:58 @ 9e8e)
  0.02     41.19     0.01                             projection_matrix (init_matrix.c:74 @ 9ec4)
  0.02     41.20     0.01                             rasterize (draw.c:259 @ 5333)
  0.02     41.21     0.01                             rasterize (draw.c:265 @ 5349)
  0.02     41.22     0.01                             rasterize (draw.c:267 @ 53c3)
  0.02     41.23     0.01                             rasterize (draw.c:278 @ 5401)
  0.02     41.24     0.01                             rasterize (draw.c:293 @ 54e8)
  0.02     41.25     0.01                             rasterize (draw.c:304 @ 557a)
  0.02     41.26     0.01                             rasterize (draw.c:265 @ 5709)
  0.02     41.27     0.01                             reading (get_next_line.c:34 @ f5ed)
  0.02     41.28     0.01                             reverseBits (lodepng.c:584 @ 154ec)
  0.02     41.29     0.01                             scale_to_screen (draw.c:156 @ 5514)
  0.02     41.30     0.01                             sort_buffer (get_next_line_utils.c:94 @ 101d9)
  0.02     41.31     0.01                             sort_buffer (get_next_line_utils.c:95 @ 101df)
  0.02     41.32     0.01                             sort_buffer (get_next_line_utils.c:101 @ 10348)
  0.02     41.33     0.01                             unfilterScanline (lodepng.c:4507 @ 1d431)
  0.02     41.34     0.01                             unfilterScanline (lodepng.c:4509 @ 1d49c)
  0.02     41.35     0.01                             unfilterScanline (lodepng.c:4511 @ 1d502)
  0.02     41.36     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ af80)
  0.02     41.37     0.01                             v3_sub (vec3.c:143 @ 6125)
  0.02     41.38     0.01                             v3_sub (vec3.c:145 @ 6137)
  0.02     41.39     0.01                             v3_sub_incl_uv (fill_triangle.c:87 @ ab76)
  0.02     41.40     0.01                             v3_sub_incl_uv (fill_triangle.c:87 @ ac99)
  0.01     41.41     0.01                             clipp_loop (clipping_xy.c:240 @ caeb)
  0.01     41.41     0.01                             count_inside_points (clipping_xy.c:158 @ cae3)
  0.01     41.41     0.01                             count_inside_points (clipping_xy.c:156 @ cb69)
  0.01     41.42     0.01                             count_inside_points (clipping_xy.c:158 @ cb72)
  0.01     41.42     0.01                             count_inside_points (clipping_xy.c:157 @ cc47)
  0.01     41.43     0.01                             count_inside_points (clipping_xy.c:157 @ cc62)
  0.01     41.44     0.01                             count_inside_points (clipping_xy.c:158 @ ce1e)
  0.01     41.44     0.01                             cpy_triangle_data_rasterize (draw.c:242 @ 54cf)
  0.01     41.45     0.01                             cpy_triangle_data_rasterize (draw.c:244 @ 54d3)
  0.01     41.45     0.01                             cross_product (vec3.c:106 @ 5f9e)
  0.01     41.45     0.01                             cross_product (vec3.c:102 @ 5faa)
  0.01     41.46     0.01                             draw_mesh (draw.c:379 @ 5ac7)
  0.01     41.47     0.01                             draw_mesh (draw.c:379 @ 5ae2)
  0.01     41.47     0.01                             draw_mesh (draw.c:407 @ 5c1f)
  0.01     41.48     0.01                             draw_mesh (draw.c:407 @ 5c33)
  0.01     41.48     0.01                             draw_mesh (draw.c:409 @ 5c3f)
  0.01     41.48     0.01                             draw_mesh (draw.c:419 @ 5c6e)
  0.01     41.49     0.01                             draw_mesh (draw.c:367 @ 5cf7)
  0.01     41.49     0.01                             ensureBits25 (lodepng.c:528 @ 150b3)
  0.01     41.50     0.01                             ensureBits25 (lodepng.c:529 @ 150e6)
  0.01     41.51     0.01                             ensureBits25 (lodepng.c:539 @ 15213)
  0.01     41.51     0.01                             fast_line_intersect (clipping_xy.c:138 @ c95b)
  0.01     41.52     0.01                             fast_line_intersect (clipping_xy.c:137 @ c95f)
  0.01     41.52     0.01                             fill_triangle_color (fill_triangle2.c:130 @ b718)
  0.01     41.52     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b71b)
  0.01     41.53     0.01                             fill_triangle_color (fill_triangle2.c:180 @ b9ab)
  0.01     41.53     0.01                             fill_triangle_color (fill_triangle2.c:181 @ b9af)
  0.01     41.54     0.01                             fill_triangle_color (fill_triangle2.c:205 @ ba6e)
  0.01     41.55     0.01                             fill_triangle_texture (fill_triangle.c:205 @ adb2)
  0.01     41.55     0.01                             fill_triangle_texture (fill_triangle.c:207 @ adca)
  0.01     41.55     0.01                             fill_triangle_texture (fill_triangle.c:216 @ ae07)
  0.01     41.56     0.01                             fill_triangle_texture (fill_triangle.c:244 @ ae5b)
  0.01     41.56     0.01                             fill_triangle_texture (fill_triangle.c:243 @ ae5f)
  0.01     41.57     0.01                             fill_triangle_texture (fill_triangle.c:266 @ b226)
  0.01     41.58     0.01                             fill_triangle_texture (fill_triangle.c:276 @ b2b2)
  0.01     41.58     0.01                             ft_atoi (ft_atoi.c:42 @ eea0)
  0.01     41.59     0.01                             ft_atoi (ft_atoi.c:44 @ eea3)
  0.01     41.59     0.01                             huffmanDecodeSymbol (lodepng.c:1079 @ 16073)
  0.01     41.59     0.01                             inflateHuffmanBlock (lodepng.c:1255 @ 1686a)
  0.01     41.60     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16936)
  0.01     41.60     0.01                             inflateHuffmanBlock (lodepng.c:1282 @ 169bd)
  0.01     41.61     0.01                             inflateHuffmanBlock (lodepng.c:1286 @ 169db)
  0.01     41.62     0.01                             inflateHuffmanBlock (lodepng.c:1306 @ 16ab0)
  0.01     41.62     0.01                             inflateHuffmanBlock (lodepng.c:1307 @ 16ace)
  0.01     41.62     0.01                             inflateHuffmanBlock (lodepng.c:1309 @ 16ae2)
  0.01     41.63     0.01                             inflateHuffmanBlock (lodepng.c:1310 @ 16aff)
  0.01     41.63     0.01                             inflateHuffmanBlock (lodepng.c:1312 @ 16b0f)
  0.01     41.64     0.01                             inflateHuffmanBlock (lodepng.c:1313 @ 16b46)
  0.01     41.65     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16bac)
  0.01     41.65     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16be4)
  0.01     41.66     0.01                             inflateHuffmanBlock (lodepng.c:1320 @ 16be6)
  0.01     41.66     0.01                             inner_loop (fill_triangle.c:139 @ af36)
  0.01     41.66     0.01                             inner_loop (fill_triangle.c:160 @ af9e)
  0.01     41.67     0.01                             inner_loop (fill_triangle.c:155 @ afa6)
  0.01     41.67     0.01                             inner_loop (fill_triangle.c:154 @ afbb)
  0.01     41.68     0.01                             inner_loop (fill_triangle.c:138 @ b409)
  0.01     41.69     0.01                             inner_loop (fill_triangle.c:139 @ b40b)
  0.01     41.69     0.01                             lodepng_crc32 (lodepng.c:2662 @ 175d5)
  0.01     41.70     0.01                             lodepng_memcpy (lodepng.c:124 @ 14872)
  0.01     41.70     0.01                             my_str_cpy (get_next_line_utils.c:70 @ 10380)
  0.01     41.70     0.01                             my_str_cpy (get_next_line_utils.c:71 @ 10383)
  0.01     41.71     0.01                             rasterize (draw.c:267 @ 53d5)
  0.01     41.72     0.01                             rasterize (draw.c:286 @ 5456)
  0.01     41.72     0.01                             rasterize (draw.c:285 @ 545a)
  0.01     41.73     0.01                             rasterize (draw.c:265 @ 56f8)
  0.01     41.73     0.01                             rasterize (draw.c:326 @ 5703)
  0.01     41.73     0.01                             readBits (lodepng.c:578 @ 154d5)
  0.01     41.74     0.01                             reading (get_next_line.c:28 @ f5e5)
  0.01     41.74     0.01                             reading (get_next_line.c:32 @ f5e7)
  0.01     41.75     0.01                             reverseBits (lodepng.c:581 @ 154d7)
  0.01     41.76     0.01                             sort_buffer (get_next_line_utils.c:97 @ 101e5)
  0.01     41.76     0.01                             sort_buffer (get_next_line_utils.c:98 @ 101ea)
  0.01     41.77     0.01                             sort_vertexes_for_y (fill_triangle.c:25 @ aa1f)
  0.01     41.77     0.01                             sort_vertexes_for_y (fill_triangle.c:26 @ aa33)
  0.01     41.77     0.01                             unfilterScanline (lodepng.c:4491 @ 1d1b2)
  0.01     41.78     0.01                             v3_add_incl_uv (fill_triangle.c:78 @ ae0a)
  0.01     41.78     0.01                             zero_f (utils1.c:64 @ 78fe)
  0.01     41.79     0.01                             zero_f (utils1.c:64 @ 7907)
  0.00     41.79     0.00 95204433     0.00     0.00  dot_prod_unit (vec3.c:110 @ 6010)
  0.00     41.79     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ eef0)
  0.00     41.79     0.00  2839367     0.00     0.00  ft_strchr (ft_strchr.c:16 @ ed00)
  0.00     41.79     0.00  2124070     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ a9f0)
  0.00     41.79     0.00  2113018     0.00     0.00  fill_triangle_texture (fill_triangle.c:166 @ ab00)
  0.00     41.79     0.00  1569210     0.00     0.00  ft_strlen (ft_strlen.c:16 @ e930)
  0.00     41.79     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ ee50)
  0.00     41.79     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ edb0)
  0.00     41.79     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fbb0)
  0.00     41.79     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fd00)
  0.00     41.79     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ fd80)
  0.00     41.79     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f6f0)
  0.00     41.79     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f5a0)
  0.00     41.79     0.00   632419     0.00     0.00  my_str_cpy (get_next_line_utils.c:64 @ fe30)
  0.00     41.79     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 85e0)
  0.00     41.79     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f820)
  0.00     41.79     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8b70)
  0.00     41.79     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8a50)
  0.00     41.79     0.00   265457     0.00     0.00  v3_add (vec3.c:115 @ 6040)
  0.00     41.79     0.00   265014     0.00     0.00  v3_scale (vec3.c:182 @ 62a0)
  0.00     41.79     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ e9f0)
  0.00     41.79     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 8150)
  0.00     41.79     0.00    11052     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b520)
  0.00     41.79     0.00     3544     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a4c0)
  0.00     41.79     0.00      886     0.00     0.00  draw_mesh (draw.c:336 @ 57a0)
  0.00     41.79     0.00      886     0.00     0.00  fill_model_matrix (draw.c:175 @ 4e20)
  0.00     41.79     0.00      886     0.00     0.00  init_day_light (draw.c:207 @ 4f90)
  0.00     41.79     0.00      886     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a3f0)
  0.00     41.79     0.00      886     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a140)
  0.00     41.79     0.00      886     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ 9f80)
  0.00     41.79     0.00      886     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a010)
  0.00     41.79     0.00      886     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a0c0)
  0.00     41.79     0.00      886     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9df0)
  0.00     41.79     0.00      886     0.00     0.00  translation_matrix (init_matrix.c:77 @ 9ed0)
  0.00     41.79     0.00      467     0.00     0.00  display_fps_hook (fps.c:170 @ 42b0)
  0.00     41.79     0.00      467     0.00     0.00  ft_hook (main.c:143 @ 32a0)
  0.00     41.79     0.00      467     0.00     0.00  menu_handler (menu_public.c:36 @ df50)
  0.00     41.79     0.00      443     0.00     0.00  get_direction (vec3.c:337 @ 6640)
  0.00     41.79     0.00      443     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00     41.79     0.00      153     0.00     0.00  display_digit (fps.c:84 @ 3e20)
  0.00     41.79     0.00      143     0.00     0.00  display_fps (fps.c:136 @ 40c0)
  0.00     41.79     0.00      113     0.00     0.00  cursor_hook (key_handlers.c:152 @ d830)
  0.00     41.79     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ ee00)
  0.00     41.79     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ faa0)
  0.00     41.79     0.00       32     0.00     0.00  key_hook (key_handlers.c:113 @ d580)
  0.00     41.79     0.00       30     0.00     0.00  add_vec3 (vec3.c:213 @ 6370)
  0.00     41.79     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f1d0)
  0.00     41.79     0.00       23     0.00     0.00  handle_open_menu (menu.c:103 @ dbf0)
  0.00     41.79     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ ec90)
  0.00     41.79     0.00        8     0.00     0.00  ft_strjoin (ft_strjoin.c:16 @ ef50)
  0.00     41.79     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7800)
  0.00     41.79     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e040)
  0.00     41.79     0.00        3     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e2e0)
  0.00     41.79     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ db10)
  0.00     41.79     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fcd0)
  0.00     41.79     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ d970)
  0.00     41.79     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:197 @ 36a0)
  0.00     41.79     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fc10)
  0.00     41.79     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ 9f30)
  0.00     41.79     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e730)
  0.00     41.79     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9a30)
  0.00     41.79     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e6a0)
  0.00     41.79     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 8450)
  0.00     41.79     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8730)
  0.00     41.79     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 90d0)
  0.00     41.79     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9890)
  0.00     41.79     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e7d0)
  0.00     41.79     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ e870)
  0.00     41.79     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ dd20)
  0.00     41.79     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3c20)
  0.00     41.79     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ deb0)
  0.00     41.79     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3b90)
  0.00     41.79     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e560)
  0.00     41.79     0.00        1     0.00     0.00  init_main (init.c:47 @ e3c0)
  0.00     41.79     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ dfa0)
  0.00     41.79     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e600)
  0.00     41.79     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 91a0)
  0.00     41.79     0.00        1     0.00     0.00  parse_mtl (obj_parser.c:421 @ 9320)
  0.00     41.79     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 76e0)
  0.00     41.79     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 7840)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.02% of 41.79 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[61]     0.4    0.17    0.00                 paethPredictor (lodepng.c:4241 @ 1ba6e) [61]
-----------------------------------------------
                0.03    0.00 58929632/284025873     draw_mesh (draw.c:372 @ 599e) [143]
                0.03    0.00 58929632/284025873     draw_mesh (draw.c:373 @ 59b3) [101]
                0.03    0.00 58929632/284025873     draw_mesh (draw.c:374 @ 59ca) [98]
                0.06    0.00 107236977/284025873     draw_mesh (draw.c:417 @ 5c7b) [99]
[63]     0.4    0.16    0.00 284025873         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a890) [63]
-----------------------------------------------
                0.00    0.00     418/110521132     handle_movement_per_frame (main.c:63 @ 3278) [512]
                0.00    0.00     875/110521132     handle_movement_per_frame (main.c:63 @ 3060) [507]
                0.00    0.00    6775/110521132     fill_triangle_color (fill_triangle2.c:158 @ b8bc) [506]
                0.00    0.00   11052/110521132     fill_triangle_color (fill_triangle2.c:86 @ b568) [504]
                0.00    0.00   11052/110521132     fill_triangle_color (fill_triangle2.c:90 @ b5fe) [505]
                0.00    0.00  264128/110521132     line_zplane_intersection (clipping_z.c:53 @ bcfd) [496]
                0.00    0.00  264128/110521132     line_zplane_intersection (clipping_z.c:60 @ bd0d) [497]
                0.00    0.00  264128/110521132     line_zplane_intersection (clipping_z.c:64 @ bd26) [498]
                0.00    0.00 2006141/110521132     fill_triangle_texture (fill_triangle.c:252 @ b0e8) [483]
                0.00    0.00 2111693/110521132     fill_triangle_texture (fill_triangle.c:198 @ acad) [482]
                0.00    0.00 2113018/110521132     v3_sub_incl_uv (fill_triangle.c:87 @ abc0) [481]
                0.00    0.00 3624736/110521132     fast_line_intersect (clipping_xy.c:100 @ c8c7) [480]
                0.05    0.00 99842988/110521132     rasterize (draw.c:291 @ 54ee) [131]
[115]    0.1    0.06    0.00 110521132         zero_f (utils1.c:63 @ 78f0) [115]
-----------------------------------------------
                                                 <spontaneous>
[122]    0.1    0.06    0.00                 _init [122]
-----------------------------------------------
                0.05    0.00 35745659/35745659     draw_mesh (draw.c:421 @ 5c91) [57]
[132]    0.1    0.05    0.00 35745659         rasterize (draw.c:251 @ 5280) [132]
-----------------------------------------------
                0.00    0.00     886/177119714     matrix_point_at (init_matrix.c:185 @ a18e) [516]
                0.00    0.00     886/177119714     matrix_point_at (init_matrix.c:190 @ a25e) [517]
                0.00    0.00   64918/177119714     clipping_z_near (clipping_z.c:152 @ c6c6) [503]
                0.00    0.00  264128/177119714     line_zplane_intersection (clipping_z.c:52 @ bca3) [500]
                0.01    0.00 58929632/177119714     draw_mesh (draw.c:381 @ 5aea) [28]
                0.02    0.00 117859264/177119714     draw_mesh (draw.c:378 @ 59e1) [11]
[174]    0.1    0.03    0.00 177119714         v3_sub (vec3.c:138 @ 6110) [174]
-----------------------------------------------
                0.00    0.00  447203/37558027     clipping_xy (clipping_xy.c:188 @ d191) [491]
                0.00    0.00  447203/37558027     clipping_xy (clipping_xy.c:189 @ d1a6) [492]
                0.00    0.00  458981/37558027     clipping_xy (clipping_xy.c:198 @ cd21) [489]
                0.00    0.00  458981/37558027     clipping_xy (clipping_xy.c:201 @ cd4d) [490]
                0.03    0.00 35745659/37558027     rasterize (draw.c:261 @ 533b) [206]
[175]    0.1    0.03    0.00 37558027         clipping_z_near (clipping_z.c:126 @ c3a0) [175]
-----------------------------------------------
                                                 <spontaneous>
[189]    0.1    0.03    0.00                 huffmanDecodeSymbol (lodepng.c:1073 @ 15ffe) [189]
-----------------------------------------------
                                                 <spontaneous>
[202]    0.1    0.03    0.00                 readBits (lodepng.c:574 @ 15499) [202]
-----------------------------------------------
                0.00    0.00       1/133524114     reset_camera (utils1.c:26 @ 778f) [530]
                0.00    0.00       1/133524114     reset_camera (utils1.c:27 @ 77ae) [525]
                0.00    0.00       1/133524114     reset_camera (utils1.c:29 @ 77bb) [531]
                0.00    0.00       2/133524114     arr_append (arr_append.c:34 @ fc70) [528]
                0.00    0.00       2/133524114     arr_append (arr_append.c:35 @ fc85) [529]
                0.00    0.00       3/133524114     add_menu_widget (menu_public.c:68 @ e08b) [526]
                0.00    0.00      22/133524114     triangulation (obj_parser.c:242 @ 833e) [522]
                0.00    0.00     886/133524114     fill_model_matrix (draw.c:203 @ 4f4d) [519]
                0.00    0.00  133024/133524114     triangulation (obj_parser.c:255 @ 81eb) [502]
                0.00    0.00  266188/133524114     parse_face_vertex (obj_parser.c:192 @ 8ac2) [501]
                0.00    0.00 33280996/133524114     rasterize (draw.c:286 @ 54a3) [226]
                0.01    0.00 99842988/133524114     cpy_triangle_data_rasterize (draw.c:242 @ 54cf) [270]
[227]    0.0    0.02    0.00 133524114         ft_memcpy (ft_memcpy.c:16 @ ea20) [227]
-----------------------------------------------
                0.00    0.00       1/59197754     reset_camera (utils1.c:27 @ 77ae) [525]
                0.00    0.00       1/59197754     reset_camera (utils1.c:30 @ 77cd) [527]
                0.00    0.00       5/59197754     handle_movement_per_frame (main.c:42 @ 31ed) [523]
                0.00    0.00     443/59197754     cursor_movement_per_frame (main.c:18 @ 2eda) [518]
                0.00    0.00     886/59197754     init_light (draw.c:145 @ 50ef) [508]
                0.00    0.00     886/59197754     init_light (draw.c:150 @ 58c0) [509]
                0.00    0.00     886/59197754     matrix_point_at (init_matrix.c:186 @ a1e9) [510]
                0.00    0.00     886/59197754     matrix_point_at (init_matrix.c:191 @ a2cb) [511]
                0.00    0.00  264128/59197754     line_zplane_intersection (clipping_z.c:61 @ bd1a) [499]
                0.02    0.00 58929632/59197754     draw_mesh (draw.c:378 @ 5ad2) [130]
[228]    0.0    0.02    0.00 59197754         unit_vec3 (vec3.c:18 @ 5d70) [228]
-----------------------------------------------
                0.02    0.00 35745659/35745659     rasterize (draw.c:258 @ 52fb) [254]
[229]    0.0    0.02    0.00 35745659         projection_matrix (init_matrix.c:57 @ 9e80) [229]
-----------------------------------------------
                0.02    0.00 25510117/25510117     reading (get_next_line.c:34 @ f5ed) [203]
[230]    0.0    0.02    0.00 25510117         append_buffer (get_next_line_utils.c:105 @ 10190) [230]
-----------------------------------------------
                                                 <spontaneous>
[272]    0.0    0.01    0.00                 advanceBits (lodepng.c:568 @ 1545b) [272]
-----------------------------------------------
                                                 <spontaneous>
[276]    0.0    0.01    0.00                 ensureBits32 (lodepng.c:542 @ 15216) [276]
-----------------------------------------------
                0.00    0.00       5/58930523     handle_movement_per_frame (main.c:41 @ 3190) [524]
                0.00    0.00     886/58930523     matrix_point_at (init_matrix.c:194 @ a2d3) [515]
                0.01    0.00 58929632/58930523     draw_mesh (draw.c:378 @ 59e1) [11]
[291]    0.0    0.01    0.00 58930523         cross_product (vec3.c:99 @ 5f90) [291]
-----------------------------------------------
                0.01    0.00 33280996/33280996     rasterize (draw.c:300 @ 556d) [380]
[292]    0.0    0.01    0.00 33280996         call_clipping_xy (clipping_xy.c:250 @ ca40) [292]
-----------------------------------------------
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 95d1) [520]
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 96fd) [521]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9610) [513]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9730) [514]
                0.00    0.00  266188/9587604     parse_face_vertex (obj_parser.c:189 @ 8a90) [494]
                0.00    0.00  266188/9587604     parse_face_normals (obj_parser.c:213 @ 8ba0) [493]
                0.00    0.00  383539/9587604     str_to_double (obj_parser.c:106 @ 8658) [488]
                0.00    0.00  767140/9587604     str_to_double (obj_parser.c:101 @ 8620) [486]
                0.01    0.00 7904117/9587604     ft_atoi (ft_atoi.c:39 @ eeb9) [271]
[293]    0.0    0.01    0.00 9587604         ft_isdigit (ft_isdigit.c:14 @ e910) [293]
-----------------------------------------------
                0.00    0.00   64913/264128      clipping_z_near (clipping_z.c:164 @ c75a) [478]
                0.00    0.00   64913/264128      clipping_z_near (clipping_z.c:167 @ c80f) [479]
                0.00    0.00   67151/264128      clipping_z_near (clipping_z.c:187 @ c556) [476]
                0.00    0.00   67151/264128      clipping_z_near (clipping_z.c:188 @ c5c1) [477]
[294]    0.0    0.01    0.00  264128         line_zplane_intersection (clipping_z.c:39 @ bc20) [294]
-----------------------------------------------
                                                 <spontaneous>
[365]    0.0    0.01    0.00                 lodepng_memcpy (lodepng.c:121 @ 1482a) [365]
-----------------------------------------------
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:154 @ 8897) [495]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:162 @ 8938) [487]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:320 @ 8f60) [485]
