Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.02     80.88     0.01                             ensureBits32 (lodepng.c:544 @ 15322)
  0.02     80.89     0.01                             ensureBits32 (lodepng.c:547 @ 15373)
  0.02     80.91     0.01                             ensureBits32 (lodepng.c:546 @ 1538e)
  0.02     80.92     0.01                             fill_triangle_color (fill_triangle2.c:143 @ b895)
  0.02     80.94     0.01                             fill_triangle_color (fill_triangle2.c:216 @ bb9a)
  0.02     80.95     0.01                             fill_triangle_texture (fill_triangle.c:218 @ af13)
  0.02     80.97     0.01                             fill_triangle_texture (fill_triangle.c:270 @ b32d)
  0.02     80.98     0.01                             fill_triangle_texture (fill_triangle.c:292 @ b39b)
  0.02     81.00     0.01                             fill_triangle_texture (fill_triangle.c:257 @ b4aa)
  0.02     81.02     0.01                             ft_memcpy (ft_memcpy.c:20 @ eb25)
  0.02     81.03     0.01                             ft_memcpy (ft_memcpy.c:22 @ eb2a)
  0.02     81.05     0.01                             get_unset_last_used_index (clipping_xy.c:56 @ d112)
  0.02     81.06     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16a26)
  0.02     81.08     0.01                             inflateHuffmanBlock (lodepng.c:1275 @ 16a46)
  0.02     81.09     0.01                             inflateHuffmanBlock (lodepng.c:1287 @ 16adf)
  0.02     81.11     0.01                             inflateHuffmanBlock (lodepng.c:1288 @ 16afb)
  0.02     81.12     0.01                             inflateHuffmanBlock (lodepng.c:1306 @ 16ba0)
  0.02     81.14     0.01                             rasterize (draw.c:259 @ 5493)
  0.02     81.15     0.01                             rasterize (draw.c:261 @ 549b)
  0.02     81.17     0.01                             rasterize (draw.c:270 @ 553a)
  0.02     81.18     0.01                             rasterize (draw.c:301 @ 56d2)
  0.02     81.19     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ b332)
  0.01     81.20     0.01 187466513     0.05     0.05  dot_prod_unit (vec3.c:110 @ 6170)
  0.01     81.22     0.01 25510117     0.39     0.39  append_buffer (get_next_line_utils.c:105 @ 10280)
  0.01     81.22     0.01                             Adam7_getpassvalues (lodepng.c:4276 @ 1bbf5)
  0.01     81.23     0.01                             HuffmanTree_makeTable (lodepng.c:702 @ 158de)
  0.01     81.25     0.01                             HuffmanTree_makeTable (lodepng.c:728 @ 15a18)
  0.01     81.25     0.01                             HuffmanTree_makeTable (lodepng.c:773 @ 15be5)
  0.01     81.27     0.01                             append_buffer (get_next_line_utils.c:126 @ 104ac)
  0.01     81.28     0.01                             call_clipping_xy (clipping_xy.c:257 @ cb59)
  0.01     81.28     0.01                             clipping_xy (clipping_xy.c:186 @ cd76)
  0.01     81.30     0.01                             clipping_xy (clipping_xy.c:197 @ cdf3)
  0.01     81.31     0.01                             clipping_xy (clipping_xy.c:198 @ ce11)
  0.01     81.31     0.01                             clipping_xy (clipping_xy.c:188 @ d281)
  0.01     81.33     0.01                             clipping_z_near (clipping_z.c:126 @ c4c5)
  0.01     81.33     0.01                             clipping_z_near (clipping_z.c:126 @ c4d9)
  0.01     81.34     0.01                             clipping_z_near (clipping_z.c:165 @ c8d1)
  0.01     81.36     0.01                             count_inside_points (clipping_xy.c:158 @ cbf0)
  0.01     81.36     0.01                             count_inside_points (clipping_xy.c:162 @ cc02)
  0.01     81.38     0.01                             count_inside_points (clipping_xy.c:162 @ cc30)
  0.01     81.39     0.01                             count_inside_points (clipping_xy.c:162 @ cc74)
  0.01     81.39     0.01                             count_inside_points (clipping_xy.c:156 @ cf05)
  0.01     81.41     0.01                             count_inside_points (clipping_xy.c:156 @ cf44)
  0.01     81.42     0.01                             count_inside_points (clipping_xy.c:160 @ cfbf)
  0.01     81.42     0.01                             count_inside_points (clipping_xy.c:162 @ d069)
  0.01     81.44     0.01                             count_inside_points (clipping_xy.c:160 @ d1dc)
  0.01     81.44     0.01                             count_inside_points (clipping_xy.c:156 @ d1f1)
  0.01     81.45     0.01                             count_inside_points (clipping_xy.c:162 @ d240)
  0.01     81.47     0.01                             count_inside_points (clipping_xy.c:156 @ d2e4)
  0.01     81.47     0.01                             draw_mesh (draw.c:367 @ 5ad0)
  0.01     81.48     0.01                             draw_mesh (draw.c:379 @ 5c27)
  0.01     81.50     0.01                             draw_mesh (draw.c:381 @ 5cda)
  0.01     81.50     0.01                             draw_mesh (draw.c:367 @ 5e57)
  0.01     81.52     0.01                             ensureBits25 (lodepng.c:525 @ 15175)
  0.01     81.53     0.01                             fast_line_intersect (clipping_xy.c:129 @ cb00)
  0.01     81.53     0.01                             fill_slider (menu.c:90 @ dd95)
  0.01     81.55     0.01                             fill_triangle_color (fill_triangle2.c:112 @ b7c5)
  0.01     81.56     0.01                             fill_triangle_color (fill_triangle2.c:130 @ b831)
  0.01     81.56     0.01                             fill_triangle_color (fill_triangle2.c:135 @ b844)
  0.01     81.58     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b850)
  0.01     81.58     0.01                             fill_triangle_color (fill_triangle2.c:136 @ b852)
  0.01     81.59     0.01                             fill_triangle_color (fill_triangle2.c:148 @ b89d)
  0.01     81.61     0.01                             fill_triangle_color (fill_triangle2.c:153 @ b8c4)
  0.01     81.61     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b930)
  0.01     81.62     0.01                             fill_triangle_color (fill_triangle2.c:143 @ b96c)
  0.01     81.64     0.01                             fill_triangle_color (fill_triangle2.c:199 @ baed)
  0.01     81.64     0.01                             fill_triangle_color (fill_triangle2.c:200 @ bb60)
  0.01     81.66     0.01                             fill_triangle_color (fill_triangle2.c:218 @ bc22)
  0.01     81.67     0.01                             fill_triangle_texture (fill_triangle.c:195 @ acfc)
  0.01     81.67     0.01                             fill_triangle_texture (fill_triangle.c:304 @ ad25)
  0.01     81.69     0.01                             fill_triangle_texture (fill_triangle.c:204 @ adfb)
  0.01     81.69     0.01                             fill_triangle_texture (fill_triangle.c:211 @ aeda)
  0.01     81.70     0.01                             fill_triangle_texture (fill_triangle.c:225 @ af29)
  0.01     81.72     0.01                             fill_triangle_texture (fill_triangle.c:249 @ b1c2)
  0.01     81.72     0.01                             fill_triangle_texture (fill_triangle.c:282 @ b329)
  0.01     81.73     0.01                             fill_triangle_texture (fill_triangle.c:270 @ b351)
  0.01     81.75     0.01                             ft_atoi (ft_atoi.c:39 @ efa9)
  0.01     81.75     0.01                             ft_isdigit (ft_isdigit.c:18 @ ea13)
  0.01     81.77     0.01                             get_unset_last_used_index (clipping_xy.c:56 @ d11a)
  0.01     81.78     0.01                             get_unset_used_index (clipping_xy.c:71 @ d370)
  0.01     81.78     0.01                             huffmanDecodeSymbol (lodepng.c:1073 @ 160ee)
  0.01     81.80     0.01                             huffmanDecodeSymbol (lodepng.c:1077 @ 16149)
  0.01     81.81     0.01                             inflateHuffmanBlock (lodepng.c:1260 @ 1695f)
  0.01     81.81     0.01                             inflateHuffmanBlock (lodepng.c:1261 @ 16973)
  0.01     81.83     0.01                             inflateHuffmanBlock (lodepng.c:1262 @ 1698f)
  0.01     81.83     0.01                             inflateHuffmanBlock (lodepng.c:1264 @ 1699b)
  0.01     81.84     0.01                             inflateHuffmanBlock (lodepng.c:1298 @ 16b49)
  0.01     81.86     0.01                             inflateHuffmanBlock (lodepng.c:1299 @ 16b67)
  0.01     81.86     0.01                             inflateHuffmanBlock (lodepng.c:1305 @ 16b8e)
  0.01     81.88     0.01                             inflateHuffmanBlock (lodepng.c:1312 @ 16bff)
  0.01     81.89     0.01                             inflateHuffmanBlock (lodepng.c:1325 @ 16cfd)
  0.01     81.89     0.01                             inflateHuffmanBlock (lodepng.c:1329 @ 16d50)
  0.01     81.91     0.01                             init_entry_widget (menu.c:64 @ db64)
  0.01     81.92     0.01                             inner_loop (fill_triangle.c:135 @ af21)
  0.01     81.92     0.01                             inner_loop (fill_triangle.c:138 @ b094)
  0.01     81.94     0.01                             inner_loop (fill_triangle.c:151 @ b52c)
  0.01     81.94     0.01                             lodepng_crc32 (lodepng.c:2663 @ 176eb)
  0.01     81.95     0.01                             lodepng_crc32 (lodepng.c:2662 @ 17718)
  0.01     81.97     0.01                             lodepng_crc32 (lodepng.c:2666 @ 17777)
  0.01     81.97     0.01                             lodepng_memcpy (lodepng.c:124 @ 14962)
  0.01     81.98     0.01                             mlx_render_images (mlx_loop.c:52 @ 1295f)
  0.01     82.00     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 10494)
  0.01     82.00     0.01                             obj_parser_handle_faces (obj_parser.c:334 @ 905c)
  0.01     82.02     0.01                             parse_face_vertex (obj_parser.c:188 @ 8bf3)
  0.01     82.03     0.01                             peekBits (lodepng.c:562 @ 15523)
  0.01     82.03     0.01                             projection_matrix (init_matrix.c:74 @ a024)
  0.01     82.05     0.01                             rasterize (draw.c:251 @ 542e)
  0.01     82.06     0.01                             rasterize (draw.c:251 @ 5449)
  0.01     82.06     0.01                             rasterize (draw.c:264 @ 550c)
  0.01     82.08     0.01                             rasterize (draw.c:286 @ 5603)
  0.01     82.08     0.01                             rasterize (draw.c:311 @ 5770)
  0.01     82.09     0.01                             rasterize (draw.c:310 @ 57b8)
  0.01     82.11     0.01                             rasterize (draw.c:311 @ 57f0)
  0.01     82.11     0.01                             rasterize (draw.c:304 @ 5849)
  0.01     82.12     0.01                             rasterize (draw.c:326 @ 5852)
  0.01     82.14     0.01                             rasterize (draw.c:265 @ 5858)
  0.01     82.14     0.01                             rasterize (draw.c:326 @ 5863)
  0.01     82.16     0.01                             readBits (lodepng.c:574 @ 15589)
  0.01     82.17     0.01                             readBits (lodepng.c:575 @ 15599)
  0.01     82.17     0.01                             reading (get_next_line.c:34 @ f6dd)
  0.01     82.19     0.01                             reset_pixel_buffer (utils1.c:57 @ 79fb)
  0.01     82.19     0.01                             sort_buffer (get_next_line_utils.c:101 @ 10438)
  0.01     82.20     0.01                             sort_vertexes_for_y (fill_triangle.c:28 @ abb3)
  0.01     82.22     0.01                             sort_vertexes_for_y (fill_triangle.c:30 @ abd1)
  0.01     82.22     0.01                             sort_vertexes_for_y (fill_triangle.c:35 @ ac15)
  0.01     82.23     0.01                             unfilterScanline (lodepng.c:4495 @ 1d367)
  0.01     82.25     0.01                             unfilterScanline (lodepng.c:4505 @ 1d674)
  0.01     82.25     0.01                             unit_vec3 (vec3.c:28 @ 5f0b)
  0.01     82.27     0.01                             unit_vec3 (vec3.c:26 @ 5f0f)
  0.01     82.28     0.01                             unit_vec3 (vec3.c:32 @ 5f20)
  0.01     82.28     0.01                             v3_sub_incl_uv (fill_triangle.c:86 @ ace1)
  0.01     82.30     0.01                             v3_sub_incl_uv (fill_triangle.c:87 @ ad8e)
  0.01     82.30     0.01                             HuffmanTree_makeFromLengths2 (lodepng.c:785 @ 15c1b)
  0.01     82.31     0.01                             HuffmanTree_makeFromLengths2 (lodepng.c:797 @ 15cb1)
  0.01     82.31     0.01                             HuffmanTree_makeFromLengths2 (lodepng.c:799 @ 15cfb)
  0.01     82.31     0.01                             HuffmanTree_makeTable (lodepng.c:778 @ 15c19)
  0.01     82.32     0.01                             clipping_xy (clipping_xy.c:181 @ cd5e)
  0.01     82.33     0.01                             count_inside_points (clipping_xy.c:158 @ cbd3)
  0.01     82.33     0.01                             count_inside_points (clipping_xy.c:160 @ cbd7)
  0.01     82.33     0.01                             count_inside_points (clipping_xy.c:158 @ cc62)
  0.01     82.34     0.01                             count_inside_points (clipping_xy.c:157 @ cd37)
  0.01     82.34     0.01                             count_inside_points (clipping_xy.c:156 @ cd42)
  0.01     82.35     0.01                             count_inside_points (clipping_xy.c:157 @ cd52)
  0.01     82.36     0.01                             count_inside_points (clipping_xy.c:159 @ cfa6)
  0.01     82.36     0.01                             count_inside_points (clipping_xy.c:158 @ cfaf)
  0.01     82.36     0.01                             cpy_triangle_data_rasterize (draw.c:242 @ 562f)
  0.01     82.37     0.01                             cpy_triangle_data_rasterize (draw.c:244 @ 5633)
  0.01     82.38     0.01                             draw_mesh (draw.c:390 @ 5d67)
  0.01     82.38     0.01                             draw_mesh (draw.c:391 @ 5d6b)
  0.01     82.39     0.01                             ensureBits25 (lodepng.c:527 @ 15191)
  0.01     82.39     0.01                             fill_slider (menu.c:91 @ dd8d)
  0.01     82.39     0.01                             fill_slider (menu.c:90 @ dd8f)
  0.01     82.40     0.01                             fill_slider (menu.c:96 @ ddcd)
  0.01     82.41     0.01                             fill_slider (menu.c:95 @ ddcf)
  0.01     82.41     0.01                             fill_triangle_color (fill_triangle2.c:130 @ b808)
  0.01     82.42     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b80b)
  0.01     82.42     0.01                             fill_triangle_color (fill_triangle2.c:145 @ b89a)
  0.01     82.42     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b8fe)
  0.01     82.43     0.01                             fill_triangle_color (fill_triangle2.c:121 @ b902)
  0.01     82.44     0.01                             fill_triangle_color (fill_triangle2.c:167 @ bbaa)
  0.01     82.44     0.01                             fill_triangle_texture (fill_triangle.c:215 @ aeee)
  0.01     82.44     0.01                             fill_triangle_texture (fill_triangle.c:214 @ aef3)
  0.01     82.45     0.01                             ft_hook (main.c:154 @ 3570)
  0.01     82.45     0.01                             ft_hook (main.c:156 @ 3586)
  0.01     82.46     0.01                             ft_powint (ft_powint.c:26 @ f9d8)
  0.01     82.47     0.01                             ft_powint (ft_powint.c:27 @ f9db)
  0.01     82.47     0.01                             ft_strchr (ft_strchr.c:19 @ ee17)
  0.01     82.47     0.01                             ft_strchr (ft_strchr.c:18 @ ee1f)
  0.01     82.48     0.01                             get_free_index (clipping_xy.c:36 @ d0d0)
  0.01     82.48     0.01                             get_free_index (clipping_xy.c:34 @ d0e2)
  0.01     82.49     0.01                             huffmanDecodeSymbol (lodepng.c:1079 @ 16163)
  0.01     82.50     0.01                             huffmanDecodeSymbol (lodepng.c:1084 @ 161bf)
  0.01     82.50     0.01                             huffmanDecodeSymbol (lodepng.c:1086 @ 161d7)
  0.01     82.50     0.01                             inflateHuffmanBlock (lodepng.c:1268 @ 169f2)
  0.01     82.51     0.01                             inflateHuffmanBlock (lodepng.c:1278 @ 16a6b)
  0.01     82.52     0.01                             inflateHuffmanBlock (lodepng.c:1307 @ 16bbe)
  0.01     82.52     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16c9c)
  0.01     82.53     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16cd4)
  0.01     82.53     0.01                             inflateHuffmanBlock (lodepng.c:1320 @ 16cd6)
  0.01     82.53     0.01                             inner_loop (fill_triangle.c:135 @ b39e)
  0.01     82.54     0.01                             lodepng_memcpy (lodepng.c:121 @ 1491a)
  0.01     82.55     0.01                             lodepng_memset (lodepng.c:127 @ 14966)
  0.01     82.55     0.01                             my_str_cpy (get_next_line_utils.c:75 @ 10514)
  0.01     82.56     0.01                             my_str_cpy (get_next_line_utils.c:83 @ 10516)
  0.01     82.56     0.01                             rasterize (draw.c:267 @ 5535)
  0.01     82.56     0.01                             rasterize (draw.c:285 @ 55e2)
  0.01     82.57     0.01                             rasterize (draw.c:286 @ 55ea)
  0.01     82.58     0.01                             rasterize (draw.c:304 @ 56da)
  0.01     82.58     0.01                             readBits (lodepng.c:578 @ 155c5)
  0.01     82.58     0.01                             reverseBits (lodepng.c:581 @ 155c7)
  0.01     82.59     0.01                             sort_buffer (get_next_line_utils.c:94 @ 102c9)
  0.01     82.59     0.01                             sort_buffer (get_next_line_utils.c:95 @ 102cf)
  0.01     82.60     0.01                             str_to_double (obj_parser.c:114 @ 8854)
  0.01     82.61     0.01                             str_to_double (obj_parser.c:113 @ 8857)
  0.01     82.61     0.01                             unfilterScanline (lodepng.c:4491 @ 1d2a2)
  0.01     82.61     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ b30f)
  0.01     82.62     0.01                             v3_sub (vec3.c:143 @ 62a3)
  0.00     82.62     0.00  9587604     0.00     0.00  ft_isdigit (ft_isdigit.c:14 @ ea00)
  0.00     82.62     0.00  9583428     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ ab50)
  0.00     82.62     0.00  9562090     0.00     0.00  fill_triangle_texture (fill_triangle.c:163 @ ac60)
  0.00     82.62     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ efe0)
  0.00     82.62     0.00  2839367     0.00     0.00  ft_strchr (ft_strchr.c:16 @ edf0)
  0.00     82.62     0.00  1569210     0.00     0.00  ft_strlen (ft_strlen.c:16 @ ea20)
  0.00     82.62     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ ef40)
  0.00     82.62     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ eea0)
  0.00     82.62     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fca0)
  0.00     82.62     0.00   743101     0.00     0.00  ft_split (ft_split.c:66 @ f4e0)
  0.00     82.62     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fdf0)
  0.00     82.62     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ fe70)
  0.00     82.62     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f7e0)
  0.00     82.62     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f690)
  0.00     82.62     0.00   632419     0.00     0.00  my_str_cpy (get_next_line_utils.c:64 @ ff20)
  0.00     82.62     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 8740)
  0.00     82.62     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f910)
  0.00     82.62     0.00   337378     0.00     0.00  v3_add (vec3.c:115 @ 61a0)
  0.00     82.62     0.00   336506     0.00     0.00  v3_scale (vec3.c:182 @ 6400)
  0.00     82.62     0.00   334762     0.00     0.00  line_zplane_intersection (clipping_z.c:39 @ bd10)
  0.00     82.62     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8cd0)
  0.00     82.62     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8bb0)
  0.00     82.62     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ eae0)
  0.00     82.62     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 82b0)
  0.00     82.62     0.00    21338     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b610)
  0.00     82.62     0.00     6976     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620)
  0.00     82.62     0.00     1744     0.00     0.00  draw_mesh (draw.c:336 @ 5900)
  0.00     82.62     0.00     1744     0.00     0.00  fill_model_matrix (draw.c:175 @ 4f80)
  0.00     82.62     0.00     1744     0.00     0.00  init_day_light (draw.c:207 @ 50f0)
  0.00     82.62     0.00     1744     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a550)
  0.00     82.62     0.00     1744     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a2a0)
  0.00     82.62     0.00     1744     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ a0e0)
  0.00     82.62     0.00     1744     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a170)
  0.00     82.62     0.00     1744     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a220)
  0.00     82.62     0.00     1744     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9f50)
  0.00     82.62     0.00     1744     0.00     0.00  translation_matrix (init_matrix.c:77 @ a030)
  0.00     82.62     0.00      936     0.00     0.00  display_fps_hook (fps.c:170 @ 4410)
  0.00     82.62     0.00      936     0.00     0.00  ft_hook (main.c:139 @ 32a0)
  0.00     82.62     0.00      936     0.00     0.00  menu_handler (menu_public.c:36 @ e040)
  0.00     82.62     0.00      872     0.00     0.00  get_direction (vec3.c:337 @ 67a0)
  0.00     82.62     0.00      872     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00     82.62     0.00      531     0.00     0.00  cursor_hook (key_handlers.c:152 @ d920)
  0.00     82.62     0.00      303     0.00     0.00  display_digit (fps.c:84 @ 3f80)
  0.00     82.62     0.00      289     0.00     0.00  display_fps (fps.c:136 @ 4220)
  0.00     82.62     0.00      106     0.00     0.00  key_hook (key_handlers.c:113 @ d670)
  0.00     82.62     0.00       71     0.00     0.00  add_vec3 (vec3.c:213 @ 64d0)
  0.00     82.62     0.00       63     0.00     0.00  handle_open_menu (menu.c:103 @ dce0)
  0.00     82.62     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ eef0)
  0.00     82.62     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fb90)
  0.00     82.62     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f2c0)
  0.00     82.62     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ ed80)
  0.00     82.62     0.00        8     0.00     0.00  ft_strjoin (ft_strjoin.c:16 @ f040)
  0.00     82.62     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7960)
  0.00     82.62     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e130)
  0.00     82.62     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ dc00)
  0.00     82.62     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fdc0)
  0.00     82.62     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ da60)
  0.00     82.62     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:193 @ 3800)
  0.00     82.62     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fd00)
  0.00     82.62     0.00        2     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e3d0)
  0.00     82.62     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ a090)
  0.00     82.62     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e820)
  0.00     82.62     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9b90)
  0.00     82.62     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e790)
  0.00     82.62     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 85b0)
  0.00     82.62     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8890)
  0.00     82.62     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 9230)
  0.00     82.62     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 99f0)
  0.00     82.62     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e8c0)
  0.00     82.62     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ e960)
  0.00     82.62     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ de10)
  0.00     82.62     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3d80)
  0.00     82.62     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ dfa0)
  0.00     82.62     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3cf0)
  0.00     82.62     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e650)
  0.00     82.62     0.00        1     0.00     0.00  init_main (init.c:47 @ e4b0)
  0.00     82.62     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ e090)
  0.00     82.62     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e6f0)
  0.00     82.62     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 9300)
  0.00     82.62     0.00        1     0.00     0.00  parse_mtl (obj_parser.c:421 @ 9480)
  0.00     82.62     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 7840)
  0.00     82.62     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 79a0)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.01% of 82.62 seconds

index % time    self  children    called     name
                0.26    0.00 70798317/70798317     draw_mesh (draw.c:421 @ 5df1) [30]
[71]     0.3    0.26    0.00 70798317         rasterize (draw.c:251 @ 53e0) [71]
-----------------------------------------------
                0.05    0.00 115996928/560385735     draw_mesh (draw.c:372 @ 5afe) [119]
                0.05    0.00 115996928/560385735     draw_mesh (draw.c:373 @ 5b13) [145]
                0.05    0.00 115996928/560385735     draw_mesh (draw.c:374 @ 5b2a) [163]
                0.08    0.00 212394951/560385735     draw_mesh (draw.c:417 @ 5ddb) [101]
[79]     0.3    0.22    0.00 560385735         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a9f0) [79]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.2    0.15    0.00                 paethPredictor (lodepng.c:4241 @ 1bb5e) [92]
-----------------------------------------------
                                                 <spontaneous>
[110]    0.1    0.11    0.00                 _init [110]
-----------------------------------------------
                0.00    0.00       1/275106212     reset_camera (utils1.c:26 @ 78ef) [578]
                0.00    0.00       1/275106212     reset_camera (utils1.c:27 @ 790e) [574]
                0.00    0.00       1/275106212     reset_camera (utils1.c:29 @ 791b) [579]
                0.00    0.00       2/275106212     arr_append (arr_append.c:34 @ fd60) [575]
                0.00    0.00       2/275106212     arr_append (arr_append.c:35 @ fd75) [576]
                0.00    0.00       3/275106212     add_menu_widget (menu_public.c:68 @ e17b) [573]
                0.00    0.00      22/275106212     triangulation (obj_parser.c:242 @ 849e) [568]
                0.00    0.00    1744/275106212     fill_model_matrix (draw.c:203 @ 50ad) [561]
                0.00    0.00  133024/275106212     triangulation (obj_parser.c:255 @ 834b) [550]
                0.00    0.00  266188/275106212     parse_face_vertex (obj_parser.c:192 @ 8c22) [548]
                0.03    0.00 68676306/275106212     rasterize (draw.c:286 @ 5603) [239]
                0.08    0.00 206028918/275106212     cpy_triangle_data_rasterize (draw.c:242 @ 562f) [127]
[111]    0.1    0.11    0.00 275106212         ft_memcpy (ft_memcpy.c:16 @ eb10) [111]
-----------------------------------------------
                0.00    0.00     804/243787962     handle_movement_per_frame (main.c:63 @ 3278) [566]
                0.00    0.00    1704/243787962     handle_movement_per_frame (main.c:63 @ 3060) [562]
                0.00    0.00   14330/243787962     fill_triangle_color (fill_triangle2.c:158 @ b9ac) [555]
                0.00    0.00   21338/243787962     fill_triangle_color (fill_triangle2.c:86 @ b658) [553]
                0.00    0.00   21338/243787962     fill_triangle_color (fill_triangle2.c:90 @ b6ee) [554]
                0.00    0.00  334762/243787962     line_zplane_intersection (clipping_z.c:53 @ bded) [545]
                0.00    0.00  334762/243787962     line_zplane_intersection (clipping_z.c:60 @ bdfd) [546]
                0.00    0.00  334762/243787962     line_zplane_intersection (clipping_z.c:64 @ be16) [547]
                0.00    0.00 8785012/243787962     fast_line_intersect (clipping_xy.c:100 @ c9b7) [541]
                0.00    0.00 8786212/243787962     fill_triangle_texture (fill_triangle.c:249 @ b1c2) [369]
                0.00    0.00 9561930/243787962     fill_triangle_texture (fill_triangle.c:204 @ adfb) [368]
                0.00    0.00 9562090/243787962     fill_triangle_texture (fill_triangle.c:195 @ ad1c) [540]
                0.07    0.00 206028918/243787962     rasterize (draw.c:291 @ 564e) [154]
