Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                                                 <spontaneous>
[361]    0.0    0.01    0.00                 lodepng_memset (lodepng.c:127 @ 14876) [361]
-----------------------------------------------
                                                 <spontaneous>
[397]    0.0    0.01    0.00                 advanceBits (lodepng.c:568 @ 1545b) [397]
-----------------------------------------------
                                                 <spontaneous>
[456]    0.0    0.01    0.00                 peekBits (lodepng.c:562 @ 15433) [456]
-----------------------------------------------
                                                 <spontaneous>
[470]    0.0    0.01    0.00                 reverseBits (lodepng.c:581 @ 154d7) [470]
-----------------------------------------------
                0.00    0.00       1/8           parse_mtl (obj_parser.c:421 @ 9320) [528]
                0.00    0.00       7/8           parse_mtl (obj_parser.c:476 @ 9628) [525]
[519]    0.0    0.00    0.00       8         ft_strjoin (ft_strjoin.c:16 @ ef50) [519]
                0.00    0.00       8/1569210     ft_strlen (ft_strlen.c:16 @ e930) [273]
-----------------------------------------------
                0.00    0.00       1/1           obj_parser_parse_mtl_libs (obj_parser.c:517 @ 996f) [529]
[528]    0.0    0.00    0.00       1         parse_mtl (obj_parser.c:421 @ 9320) [528]
                0.00    0.00       1/8           ft_strjoin (ft_strjoin.c:16 @ ef50) [519]
-----------------------------------------------
                0.00    0.00       1/48249281     reset_camera (utils1.c:27 @ 77ae) [536]
                0.00    0.00       1/48249281     reset_camera (utils1.c:30 @ 77cd) [7510]
                0.00    0.00       3/48249281     handle_movement_per_frame (main.c:42 @ 31ed) [3385]
                0.00    0.00       7/48249281     handle_movement_per_frame (main.c:49 @ 311d) [3376]
                0.00    0.00     361/48249281     cursor_movement_per_frame (main.c:18 @ 2eda) [1368]
                0.00    0.00     722/48249281     init_light (draw.c:145 @ 50ef) [3635]
                0.00    0.00     722/48249281     init_light (draw.c:150 @ 58c0) [3653]
                0.00    0.00     722/48249281     matrix_point_at (init_matrix.c:186 @ a1e9) [5940]
                0.00    0.00     722/48249281     matrix_point_at (init_matrix.c:191 @ a2cb) [5943]
                0.00    0.00  224356/48249281     line_zplane_intersection (clipping_z.c:61 @ bd1a) [3939]
                0.00    0.00 48021664/48249281     draw_mesh (draw.c:378 @ 5ad2) [56]
[538]    0.0    0.00    0.00 48249281         unit_vec3 (vec3.c:18 @ 5d70) [538]
-----------------------------------------------
                0.00    0.00 28187220/28187220     rasterize (draw.c:258 @ 52fb) [7351]
[539]    0.0    0.00    0.00 28187220         projection_matrix (init_matrix.c:57 @ 9e80) [539]
-----------------------------------------------
                0.00    0.00 25510117/25510117     reading (get_next_line.c:34 @ f5ed) [7446]
[540]    0.0    0.00    0.00 25510117         append_buffer (get_next_line_utils.c:105 @ 10190) [540]
-----------------------------------------------
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 95d1) [1745]
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 96fd) [1756]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9610) [1752]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9730) [1763]
                0.00    0.00  266188/9587604     parse_face_vertex (obj_parser.c:189 @ 8a90) [7198]
                0.00    0.00  266188/9587604     parse_face_normals (obj_parser.c:213 @ 8ba0) [7180]
                0.00    0.00  383539/9587604     str_to_double (obj_parser.c:106 @ 8658) [8063]
                0.00    0.00  767140/9587604     str_to_double (obj_parser.c:101 @ 8620) [8055]
                0.00    0.00 7904117/9587604     ft_atoi (ft_atoi.c:39 @ eeb9) [2297]
[541]    0.0    0.00    0.00 9587604         ft_isdigit (ft_isdigit.c:14 @ e910) [541]
-----------------------------------------------
                0.00    0.00       1/3198971     parse_mtl (obj_parser.c:432 @ 9353) [7221]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9af2) [5104]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9b0b) [5106]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9b18) [5108]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9b3c) [5112]
                0.00    0.00       3/3198971     add_menu_widget (menu_public.c:61 @ e06c) [800]
                0.00    0.00       8/3198971     ft_strjoin (ft_strjoin.c:23 @ ef8e) [2565]
                0.00    0.00      22/3198971     triangulation (obj_parser.c:241 @ 831e) [8156]
                0.00    0.00  743101/3198971     get_str_count (ft_split.c:36 @ f45e) [3259]
                0.00    0.00 2455828/3198971     append_next_sub (ft_split.c:53 @ f4ed) [886]
[542]    0.0    0.00    0.00 3198971         ft_calloc (ft_calloc.c:16 @ eef0) [542]
-----------------------------------------------
                0.00    0.00    8225/3070050     fill_triangle_color (fill_triangle2.c:72 @ b54f) [1909]
                0.00    0.00 3061825/3070050     fill_triangle_texture (fill_triangle.c:184 @ ab50) [2051]
[543]    0.0    0.00    0.00 3070050         sort_vertexes_for_y (fill_triangle.c:17 @ a9f0) [543]
-----------------------------------------------
                0.00    0.00 3061825/3061825     rasterize (draw.c:321 @ 55a8) [7371]
[544]    0.0    0.00    0.00 3061825         fill_triangle_texture (fill_triangle.c:166 @ ab00) [544]
-----------------------------------------------
                0.00    0.00  383539/2839367     str_to_double (obj_parser.c:109 @ 86ad) [8071]
                0.00    0.00 2455828/2839367     append_next_sub (ft_split.c:46 @ f4b0) [881]
[545]    0.0    0.00    0.00 2839367         ft_strchr (ft_strchr.c:16 @ ed00) [545]
-----------------------------------------------
                0.00    0.00  265768/1564810     parse_face_vertex (obj_parser.c:197 @ 8aef) [7211]
                0.00    0.00  265768/1564810     parse_face_normals (obj_parser.c:215 @ 8bbf) [7183]
                0.00    0.00  266188/1564810     parse_face_vertex (obj_parser.c:190 @ 8aaf) [7202]
                0.00    0.00  383539/1564810     str_to_double (obj_parser.c:108 @ 868b) [8068]
                0.00    0.00  383547/1564810     str_to_double (obj_parser.c:99 @ 8610) [8053]
[546]    0.0    0.00    0.00 1564810         ft_atoi (ft_atoi.c:23 @ ee50) [546]
-----------------------------------------------
                0.00    0.00       3/1456644     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9923) [526]
                0.00    0.00       9/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8df8) [6948]
                0.00    0.00      11/1456644     parse_mtl (obj_parser.c:445 @ 93e3) [517]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:469 @ 9748) [511]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:471 @ 980c) [509]
                0.00    0.00      34/1456644     parse_mtl (obj_parser.c:467 @ 96b0) [508]
                0.00    0.00      42/1456644     parse_mtl (obj_parser.c:465 @ 9578) [507]
                0.00    0.00      50/1456644     parse_mtl (obj_parser.c:463 @ 9530) [504]
                0.00    0.00      58/1456644     parse_mtl (obj_parser.c:461 @ 94e8) [503]
                0.00    0.00      66/1456644     parse_mtl (obj_parser.c:459 @ 94a0) [502]
                0.00    0.00      74/1456644     parse_mtl (obj_parser.c:457 @ 946a) [500]
                0.00    0.00      81/1456644     parse_mtl (obj_parser.c:455 @ 9443) [501]
                0.00    0.00      85/1456644     mtl_len (obj_parser.c:380 @ 9213) [499]
                0.00    0.00  115566/1456644     obj_parser_count (obj_parser.c:77 @ 8550) [483]
                0.00    0.00  115567/1456644     obj_parser_count (obj_parser.c:75 @ 8520) [482]
                0.00    0.00  115567/1456644     obj_parser_fill_vertexes (obj_parser.c:162 @ 8938) [6911]
                0.00    0.00  133198/1456644     obj_parser_count (obj_parser.c:73 @ 84e9) [6843]
                0.00    0.00  133198/1456644     obj_parser_fill_vertexes (obj_parser.c:152 @ 887a) [6890]
                0.00    0.00  210739/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8cc8) [6941]
                0.00    0.00  210748/1456644     obj_parser_count (obj_parser.c:71 @ 84d8) [6842]
                0.00    0.00  210748/1456644     obj_parser_fill_vertexes (obj_parser.c:142 @ 885d) [6887]
                0.00    0.00  210748/1456644     obj_parser_handle_faces (obj_parser.c:310 @ 8d03) [6944]
[547]    0.0    0.00    0.00 1456644         ft_strncmp (ft_strncmp.c:16 @ edb0) [547]
-----------------------------------------------
                0.00    0.00     420/743101      parse_face_normals (obj_parser.c:217 @ 8c20) [7190]
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:158 @ 891b) [6908]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:170 @ 89d0) [6926]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:337 @ 8f31) [6961]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:147 @ 8829) [6881]
                0.00    0.00  265768/743101      parse_face_normals (obj_parser.c:223 @ 8c09) [7188]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:200 @ 8b0b) [7213]
[548]    0.0    0.00    0.00  743101         ft_free_2darr (ft_free_2darr.c:16 @ fbb0) [548]
-----------------------------------------------
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:154 @ 8897) [6893]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:162 @ 8938) [6911]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:320 @ 8f60) [6962]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:145 @ 87d0) [6870]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:190 @ 8a9f) [7200]
                0.00    0.00  266188/743101      parse_face_normals (obj_parser.c:214 @ 8baf) [7182]
[549]    0.0    0.00    0.00  743101         ft_split (ft_split.c:66 @ f3f0) [549]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:53 @ f7f0) [7850]
[550]    0.0    0.00    0.00  632434         cleanup (get_next_line_utils.c:16 @ fd00) [550]
-----------------------------------------------
                0.00    0.00  632434/632434      get_next_line (get_next_line.c:75 @ f705) [3222]
[551]    0.0    0.00    0.00  632434         get_current_file (get_next_line_utils.c:38 @ fd80) [551]
-----------------------------------------------
                0.00    0.00       1/632434      mtl_len (obj_parser.c:376 @ 91dd) [6779]
                0.00    0.00       1/632434      parse_mtl (obj_parser.c:439 @ 938f) [7224]
                0.00    0.00       1/632434      obj_parser_parse_mtl_libs (obj_parser.c:517 @ 997f) [6998]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:61 @ 847a) [6834]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:83 @ 8510) [6846]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:130 @ 8781) [6861]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:176 @ 89e0) [6928]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:343 @ 8fc0) [6972]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:300 @ 90f6) [6979]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:508 @ 98de) [6990]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:513 @ 9918) [6994]
                0.00    0.00       3/632434      parse_mtl (obj_parser.c:448 @ 93d8) [7229]
                0.00    0.00       9/632434      mtl_len (obj_parser.c:388 @ 923d) [6785]
                0.00    0.00      77/632434      mtl_len (obj_parser.c:383 @ 9208) [6782]
                0.00    0.00      82/632434      parse_mtl (obj_parser.c:474 @ 9438) [7236]
                0.00    0.00  210748/632434      obj_parser_count (obj_parser.c:79 @ 84bb) [6839]
                0.00    0.00  210748/632434      obj_parser_fill_vertexes (obj_parser.c:173 @ 883c) [6884]
                0.00    0.00  210748/632434      obj_parser_handle_faces (obj_parser.c:341 @ 8cee) [6943]
[552]    0.0    0.00    0.00  632434         get_next_line (get_next_line.c:69 @ f6f0) [552]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:50 @ f72a) [7839]
[553]    0.0    0.00    0.00  632434         reading (get_next_line.c:16 @ f5a0) [553]
-----------------------------------------------
                0.00    0.00  632419/632419      shrink_out (get_next_line.c:63 @ f768) [7847]
[554]    0.0    0.00    0.00  632419         my_str_cpy (get_next_line_utils.c:64 @ fe30) [554]
-----------------------------------------------
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:458 @ 9484) [7237]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:460 @ 94c2) [7238]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:462 @ 950a) [522]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:464 @ 9552) [7239]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:399 @ 95b9) [1743]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:401 @ 96f0) [1755]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:155 @ 88bd) [6898]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:156 @ 88d5) [6901]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:157 @ 88f5) [6904]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:165 @ 895f) [6913]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:166 @ 8990) [6918]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:144 @ 87df) [6871]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:145 @ 87ee) [6874]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:147 @ 880c) [6878]
[555]    0.0    0.00    0.00  383547         str_to_double (obj_parser.c:88 @ 85e0) [555]
-----------------------------------------------
                0.00    0.00  144215/383539      str_to_double (obj_parser.c:110 @ 86bc) [481]
                0.00    0.00  239324/383539      str_to_double (obj_parser.c:112 @ 86ff) [476]
[556]    0.0    0.00    0.00  383539         ft_powint (ft_powint.c:16 @ f820) [556]
-----------------------------------------------
                0.00    0.00       2/266190      load_obj_file (obj_parser.c:573 @ 9b9d) [5121]
                0.00    0.00  266188/266190      obj_parser_handle_faces (obj_parser.c:334 @ 8efc) [262]
[557]    0.0    0.00    0.00  266190         parse_face_normals (obj_parser.c:207 @ 8b70) [557]
-----------------------------------------------
                0.00    0.00  266188/266188      obj_parser_handle_faces (obj_parser.c:333 @ 8ea3) [6956]
[558]    0.0    0.00    0.00  266188         parse_face_vertex (obj_parser.c:182 @ 8a50) [558]
-----------------------------------------------
                0.00    0.00     361/225439      cursor_movement_per_frame (main.c:18 @ 2e73) [1366]
                0.00    0.00     722/225439      draw_mesh (draw.c:347 @ 5840) [1602]
                0.00    0.00  224356/225439      line_zplane_intersection (clipping_z.c:70 @ bf40) [3956]
[559]    0.0    0.00    0.00  225439         v3_add (vec3.c:115 @ 6040) [559]
-----------------------------------------------
                0.00    0.00     722/225078      matrix_point_at (init_matrix.c:188 @ a1f1) [510]
                0.00    0.00  224356/225078      line_zplane_intersection (clipping_z.c:68 @ bed0) [3955]
[560]    0.0    0.00    0.00  225078         v3_scale (vec3.c:182 @ 62a0) [560]
-----------------------------------------------
                0.00    0.00   53498/224356      clipping_z_near (clipping_z.c:187 @ c556) [1137]
                0.00    0.00   53498/224356      clipping_z_near (clipping_z.c:188 @ c5c1) [1140]
                0.00    0.00   58680/224356      clipping_z_near (clipping_z.c:164 @ c75a) [1169]
                0.00    0.00   58680/224356      clipping_z_near (clipping_z.c:167 @ c80f) [1177]
[561]    0.0    0.00    0.00  224356         line_zplane_intersection (clipping_z.c:39 @ bc20) [561]
-----------------------------------------------
                0.00    0.00       1/133171      free_menu (menu_public.c:31 @ df2d) [2269]
                0.00    0.00       1/133171      init_menu (menu_public.c:50 @ dfb7) [3679]
                0.00    0.00       1/133171      init_main (init.c:48 @ e3ef) [3660]
                0.00    0.00       2/133171      load_obj_file (obj_parser.c:545 @ 9a8e) [5096]
                0.00    0.00       2/133171      init_basic_data_mesh (init.c:130 @ e747) [3502]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:327 @ 8e57) [6953]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:330 @ 8e64) [6954]
[562]    0.0    0.00    0.00  133171         ft_bzero (ft_bzero.c:16 @ e9f0) [562]
-----------------------------------------------
                0.00    0.00   66582/66582       triangulation (obj_parser.c:235 @ 8f46) [8165]
[563]    0.0    0.00    0.00   66582         ft_put_pixel_fin_index (utils1.c:161 @ 8150) [563]
-----------------------------------------------
                0.00    0.00    8225/8225        rasterize (draw.c:304 @ 56dd) [7385]
[564]    0.0    0.00    0.00    8225         fill_triangle_color (fill_triangle2.c:69 @ b520) [564]
-----------------------------------------------
                0.00    0.00     722/2888        fill_model_matrix (draw.c:192 @ 4f0c) [1817]
                0.00    0.00     722/2888        fill_model_matrix (draw.c:198 @ 4f1e) [1819]
                0.00    0.00     722/2888        fill_model_matrix (draw.c:198 @ 4f2a) [1821]
                0.00    0.00     722/2888        fill_model_matrix (draw.c:201 @ 4f38) [1822]
[565]    0.0    0.00    0.00    2888         mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a4c0) [565]
-----------------------------------------------
                0.00    0.00     722/722         ft_hook (main.c:158 @ 33f0) [2348]
[566]    0.0    0.00    0.00     722         draw_mesh (draw.c:336 @ 57a0) [566]
-----------------------------------------------
                0.00    0.00     722/722         draw_mesh (draw.c:345 @ 5800) [1601]
[567]    0.0    0.00    0.00     722         fill_model_matrix (draw.c:175 @ 4e20) [567]
-----------------------------------------------
                0.00    0.00     722/722         draw_mesh (draw.c:355 @ 5873) [1604]
[568]    0.0    0.00    0.00     722         init_day_light (draw.c:207 @ 4f90) [568]
-----------------------------------------------
                0.00    0.00     722/722         draw_mesh (draw.c:350 @ 585a) [1603]
[569]    0.0    0.00    0.00     722         matrix_look_at (init_matrix.c:219 @ a3f0) [569]
-----------------------------------------------
                0.00    0.00     722/722         draw_mesh (draw.c:347 @ 5840) [1602]
[570]    0.0    0.00    0.00     722         matrix_point_at (init_matrix.c:179 @ a140) [570]
-----------------------------------------------
                0.00    0.00     722/722         fill_model_matrix (draw.c:187 @ 4eba) [1812]
[571]    0.0    0.00    0.00     722         rot_matx_4x4 (init_matrix.c:117 @ 9f80) [571]
-----------------------------------------------
                0.00    0.00     722/722         fill_model_matrix (draw.c:188 @ 4eca) [1813]
[572]    0.0    0.00    0.00     722         rot_maty_4x4 (init_matrix.c:137 @ a010) [572]
-----------------------------------------------
                0.00    0.00     722/722         fill_model_matrix (draw.c:189 @ 4ee8) [1814]
[573]    0.0    0.00    0.00     722         rot_matz_4x4 (init_matrix.c:157 @ a0c0) [573]
-----------------------------------------------
                0.00    0.00     722/722         fill_model_matrix (draw.c:186 @ 4e8c) [1811]
[574]    0.0    0.00    0.00     722         scale_matrix (init_matrix.c:37 @ 9df0) [574]
-----------------------------------------------
                0.00    0.00     722/722         fill_model_matrix (draw.c:192 @ 4e80) [1809]
[575]    0.0    0.00    0.00     722         translation_matrix (init_matrix.c:77 @ 9ed0) [575]
-----------------------------------------------
                0.00    0.00     403/403         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1274d) [362]
[576]    0.0    0.00    0.00     403         ft_hook (main.c:143 @ 32a0) [576]
-----------------------------------------------
                0.00    0.00     403/403         ft_hook (main.c:147 @ 32bf) [2342]
[577]    0.0    0.00    0.00     403         menu_handler (menu_public.c:36 @ df50) [577]
-----------------------------------------------
                0.00    0.00     361/361         cursor_movement_per_frame (main.c:18 @ 2e73) [1366]
[578]    0.0    0.00    0.00     361         get_direction (vec3.c:337 @ 6640) [578]
-----------------------------------------------
                0.00    0.00     361/361         ft_hook (main.c:151 @ 32da) [2345]
[579]    0.0    0.00    0.00     361         handle_movement_per_frame (main.c:27 @ 2e00) [579]
-----------------------------------------------
                0.00    0.00     206/206         mlx_cursor_cb (mlx_mouse.c:38 @ 12c6e) [6102]
[580]    0.0    0.00    0.00     206         cursor_hook (key_handlers.c:152 @ d830) [580]
-----------------------------------------------
                0.00    0.00     128/128         display_fps (fps.c:163 @ 4164) [1488]
[581]    0.0    0.00    0.00     128         display_digit (fps.c:84 @ 3e20) [581]
-----------------------------------------------
                0.00    0.00     119/119         display_fps_hook (fps.c:182 @ 430a) [1524]
[582]    0.0    0.00    0.00     119         display_fps (fps.c:136 @ 40c0) [582]
-----------------------------------------------
                0.00    0.00      69/69          mlx_key_callback (mlx_keys.c:28 @ 125e8) [6403]
[583]    0.0    0.00    0.00      69         key_hook (key_handlers.c:113 @ d580) [583]
-----------------------------------------------
                0.00    0.00      41/41          handle_movement_per_frame (main.c:64 @ 307e) [3374]
[584]    0.0    0.00    0.00      41         add_vec3 (vec3.c:213 @ 6370) [584]
-----------------------------------------------
                0.00    0.00      41/41          menu_handler (menu_public.c:40 @ df90) [5979]
[585]    0.0    0.00    0.00      41         handle_open_menu (menu.c:103 @ dbf0) [585]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:49 @ 8d80) [3216]
[586]    0.0    0.00    0.00      39         ft_strcmp (ft_strncmp.c:34 @ ee00) [586]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:47 @ 8da7) [3217]
[587]    0.0    0.00    0.00      39         is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ faa0) [587]
-----------------------------------------------
                0.00    0.00       1/25          obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9942) [6995]
                0.00    0.00       7/25          parse_mtl (obj_parser.c:472 @ 9831) [7256]
                0.00    0.00       8/25          parse_mtl (obj_parser.c:452 @ 9414) [7233]
                0.00    0.00       9/25          obj_parser_handle_faces (obj_parser.c:312 @ 8d34) [6945]
[588]    0.0    0.00    0.00      25         ft_strtrim (ft_strtrim.c:27 @ f1d0) [588]
-----------------------------------------------
                0.00    0.00       3/19          add_menu_widget (menu_public.c:77 @ e0ea) [815]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:26 @ ef9b) [2567]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:27 @ efaa) [2568]
[589]    0.0    0.00    0.00      19         ft_strlcpy (ft_strlcpy.c:16 @ ec90) [589]
-----------------------------------------------
                0.00    0.00       1/7           free_menu (menu_public.c:22 @ decf) [2258]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ df00) [2264]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ df10) [2266]
[590]    0.0    0.00    0.00       7         ft_free_img (utils1.c:34 @ 7800) [590]
-----------------------------------------------
                0.00    0.00       4/4           mlx_cursor_cb (mlx_mouse.c:38 @ 12c6e) [6102]
[591]    0.0    0.00    0.00       4         cursor_menu (menu_hooks.c:65 @ e2e0) [591]
-----------------------------------------------
                0.00    0.00       1/3           main (main.c:265 @ 2b3f) [5873]
                0.00    0.00       1/3           init_menu_widgets (init.c:77 @ e637) [3699]
                0.00    0.00       1/3           init_menu_widgets (init.c:79 @ e670) [3701]
[592]    0.0    0.00    0.00       3         add_menu_widget (menu_public.c:61 @ e040) [592]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:86 @ e150) [824]
[593]    0.0    0.00    0.00       3         fill_slider (menu.c:73 @ db10) [593]
-----------------------------------------------
                0.00    0.00       1/3           cleanup_exit (cleanup.c:43 @ e8e6) [999]
                0.00    0.00       2/3           free_mesh (cleanup.c:26 @ e8c9) [2277]
[594]    0.0    0.00    0.00       3         ft_free (ft_free.c:16 @ fcd0) [594]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:83 @ e11f) [821]
[595]    0.0    0.00    0.00       3         init_entry_widget (menu.c:48 @ d970) [595]
-----------------------------------------------
                0.00    0.00       1/2           main (main.c:262 @ 2b2f) [5871]
                0.00    0.00       1/2           get_fps_digit_texture (fps.c:51 @ 3be8) [3170]
[596]    0.0    0.00    0.00       2         add_obj_file_meshes (main.c:197 @ 36a0) [596]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:205 @ 37e5) [843]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:238 @ 38e6) [849]
[597]    0.0    0.00    0.00       2         arr_append (arr_append.c:20 @ fc10) [597]
-----------------------------------------------
                0.00    0.00       2/2           init_basic_data_mesh (init.c:130 @ e747) [3502]
[598]    0.0    0.00    0.00       2         ident_mat_4x4 (init_matrix.c:97 @ 9f30) [598]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:546 @ 9a93) [5097]
[599]    0.0    0.00    0.00       2         init_basic_data_mesh (init.c:129 @ e730) [599]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:200 @ 36fc) [832]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:236 @ 3809) [845]
[600]    0.0    0.00    0.00       2         load_obj_file (obj_parser.c:540 @ 9a30) [600]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:204 @ 37dd) [842]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:237 @ 38de) [848]
[601]    0.0    0.00    0.00       2         make_mesh_render_rdy (init.c:86 @ e6a0) [601]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:551 @ 9aea) [5103]
[602]    0.0    0.00    0.00       2         obj_parser_count (obj_parser.c:59 @ 8450) [602]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9b9d) [5121]
[603]    0.0    0.00    0.00       2         obj_parser_fill_vertexes (obj_parser.c:118 @ 8730) [603]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9b9d) [5121]
[604]    0.0    0.00    0.00       2         obj_parser_handle_faces (obj_parser.c:287 @ 90d0) [604]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:567 @ 9b82) [5119]
[605]    0.0    0.00    0.00       2         obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9890) [605]
-----------------------------------------------
                0.00    0.00       1/1           cleanup_exit (cleanup.c:44 @ e8f2) [1000]
[606]    0.0    0.00    0.00       1         clean_mlx (cleanup.c:4 @ e7d0) [606]
-----------------------------------------------
                0.00    0.00       1/1           mlx_key_callback (mlx_keys.c:28 @ 125e8) [6403]
[607]    0.0    0.00    0.00       1         cleanup_exit (cleanup.c:31 @ e870) [607]
-----------------------------------------------
                0.00    0.00       1/1           menu_handler (menu_public.c:41 @ df6d) [5974]
[608]    0.0    0.00    0.00       1         close_menu (menu_open_close.c:19 @ dd20) [608]
-----------------------------------------------
                0.00    0.00       1/1           clean_mlx (cleanup.c:5 @ e7e6) [969]
[609]    0.0    0.00    0.00       1         free_fps_digit_textures (fps.c:57 @ 3c20) [609]
-----------------------------------------------
                0.00    0.00       1/1           cleanup_exit (cleanup.c:44 @ e8f2) [1000]
[610]    0.0    0.00    0.00       1         free_menu (menu_public.c:19 @ deb0) [610]
-----------------------------------------------
                0.00    0.00       1/1           init_main (init.c:59 @ e4bd) [3666]
[611]    0.0    0.00    0.00       1         get_fps_digit_texture (fps.c:35 @ 3b90) [611]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:265 @ 2b3f) [5873]
[612]    0.0    0.00    0.00       1         init_hooks (init.c:66 @ e560) [612]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:262 @ 2b2f) [5871]
[613]    0.0    0.00    0.00       1         init_main (init.c:47 @ e3c0) [613]
-----------------------------------------------
                0.00    0.00       1/1           init_settings (init.c:31 @ e4ed) [3721]
[614]    0.0    0.00    0.00       1         init_menu (menu_public.c:49 @ dfa0) [614]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:265 @ 2b3f) [5873]
[615]    0.0    0.00    0.00       1         init_menu_widgets (init.c:76 @ e600) [615]
-----------------------------------------------
                0.00    0.00       1/1           parse_mtl (obj_parser.c:431 @ 934e) [7220]
