Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.03     34.96     0.01                             inflateHuffmanBlock (lodepng.c:1301 @ 16a80)
  0.03     34.97     0.01                             inflateHuffmanBlock (lodepng.c:1305 @ 16a9e)
  0.03     34.98     0.01                             inflateHuffmanBlock (lodepng.c:1307 @ 16ace)
  0.03     34.99     0.01                             inflateHuffmanBlock (lodepng.c:1312 @ 16b0f)
  0.03     35.00     0.01                             inflateHuffmanBlock (lodepng.c:1329 @ 16c60)
  0.03     35.01     0.01                             inflateHuffmanBlock (lodepng.c:1255 @ 16cb1)
  0.03     35.02     0.01                             inner_loop (fill_triangle.c:157 @ ad17)
  0.03     35.03     0.01                             inner_loop (fill_triangle.c:144 @ ad1f)
  0.03     35.04     0.01                             inner_loop (fill_triangle.c:139 @ b2d1)
  0.03     35.05     0.01                             inner_loop (fill_triangle.c:154 @ b423)
  0.03     35.06     0.01                             inner_loop (fill_triangle.c:142 @ b43d)
  0.03     35.07     0.01                             inner_loop (fill_triangle.c:139 @ b4f1)
  0.03     35.08     0.01                             line_zplane_intersection (clipping_z.c:52 @ bcf5)
  0.03     35.09     0.01                             lodepng_crc32 (lodepng.c:2667 @ 176ab)
  0.03     35.10     0.01                             lodepng_crc32 (lodepng.c:2668 @ 176cf)
  0.03     35.11     0.01                             lodepng_memcpy (lodepng.c:121 @ 1482a)
  0.03     35.12     0.01                             lodepng_memset (lodepng.c:127 @ 14876)
  0.03     35.13     0.01                             my_str_cpy (get_next_line_utils.c:75 @ 10410)
  0.03     35.14     0.01                             my_str_cpy (get_next_line_utils.c:80 @ 10445)
  0.03     35.15     0.01                             rasterize (draw.c:251 @ 52e9)
  0.03     35.16     0.01                             rasterize (draw.c:264 @ 53ac)
  0.03     35.17     0.01                             rasterize (draw.c:270 @ 53da)
  0.03     35.18     0.01                             rasterize (draw.c:278 @ 5401)
  0.03     35.19     0.01                             rasterize (draw.c:285 @ 5421)
  0.03     35.20     0.01                             rasterize (draw.c:306 @ 55dc)
  0.03     35.21     0.01                             rasterize (draw.c:310 @ 5618)
  0.03     35.22     0.01                             rasterize (draw.c:328 @ 5715)
  0.03     35.23     0.01                             readBits (lodepng.c:575 @ 154a9)
  0.03     35.24     0.01                             reset_pixel_buffer (utils1.c:57 @ 789b)
  0.03     35.25     0.01                             reverseBits (lodepng.c:584 @ 154ec)
  0.03     35.26     0.01                             scale_to_screen (draw.c:156 @ 5514)
  0.03     35.27     0.01                             sort_vertexes_for_y (fill_triangle.c:26 @ aa40)
  0.03     35.28     0.01                             sort_vertexes_for_y (fill_triangle.c:31 @ aa84)
  0.03     35.29     0.01                             sort_vertexes_for_y (fill_triangle.c:35 @ aab5)
  0.03     35.30     0.01                             sort_vertexes_for_y (fill_triangle.c:40 @ aaf0)
  0.03     35.31     0.01                             unfilterScanline (lodepng.c:4390 @ 1c26a)
  0.03     35.32     0.01                             unfilterScanline (lodepng.c:4494 @ 1d24f)
  0.03     35.33     0.01                             unfilterScanline (lodepng.c:4510 @ 1d4cd)
  0.03     35.34     0.01                             unit_vec3 (vec3.c:22 @ 5d7e)
  0.03     35.35     0.01                             unit_vec3 (vec3.c:30 @ 5dc8)
  0.03     35.36     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ af80)
  0.03     35.37     0.01                             v3_add_incl_uv (fill_triangle.c:76 @ b239)
  0.03     35.38     0.01                             v3_add_incl_uv (fill_triangle.c:78 @ b24d)
  0.03     35.39     0.01                             v3_sub_incl_uv (fill_triangle.c:88 @ ad48)
  0.03     35.40     0.01                             zero_f (utils1.c:64 @ 78fe)
  0.03     35.41     0.01                             zero_f (utils1.c:64 @ 7907)
  0.01     35.41     0.01                             HuffmanTree_makeFromLengths (lodepng.c:832 @ 15e31)
  0.01     35.42     0.01                             HuffmanTree_makeFromLengths (lodepng.c:833 @ 15e3e)
  0.01     35.42     0.01                             HuffmanTree_makeTable (lodepng.c:728 @ 15928)
  0.01     35.43     0.01                             HuffmanTree_makeTable (lodepng.c:729 @ 1593e)
  0.01     35.44     0.01                             advanceBits (lodepng.c:568 @ 1545b)
  0.01     35.44     0.01                             call_clipping_xy (clipping_xy.c:262 @ cfb0)
  0.01     35.45     0.01                             call_clipping_xy (clipping_xy.c:264 @ cfc3)
  0.01     35.45     0.01                             call_clipping_xy (clipping_xy.c:258 @ cfc5)
  0.01     35.45     0.01                             clipp_loop (clipping_xy.c:241 @ cbc6)
  0.01     35.46     0.01                             clipping_z_near (clipping_z.c:137 @ c419)
  0.01     35.47     0.01                             clipping_z_near (clipping_z.c:136 @ c422)
  0.01     35.47     0.01                             count_inside_points (clipping_xy.c:156 @ cac8)
  0.01     35.48     0.01                             count_inside_points (clipping_xy.c:162 @ cacb)
  0.01     35.48     0.01                             count_inside_points (clipping_xy.c:162 @ cae0)
  0.01     35.48     0.01                             count_inside_points (clipping_xy.c:160 @ cae7)
  0.01     35.49     0.01                             cross_product (vec3.c:106 @ 5fb2)
  0.01     35.49     0.01                             cross_product (vec3.c:102 @ 5fbb)
  0.01     35.50     0.01                             draw_mesh (draw.c:374 @ 59ca)
  0.01     35.51     0.01                             draw_mesh (draw.c:379 @ 5ac7)
  0.01     35.51     0.01                             draw_mesh (draw.c:407 @ 5bda)
  0.01     35.52     0.01                             draw_mesh (draw.c:390 @ 5be2)
  0.01     35.52     0.01                             draw_mesh (draw.c:390 @ 5c07)
  0.01     35.52     0.01                             draw_mesh (draw.c:393 @ 5c17)
  0.01     35.53     0.01                             draw_mesh (draw.c:417 @ 5c7b)
  0.01     35.53     0.01                             ensureBits32 (lodepng.c:545 @ 1523e)
  0.01     35.54     0.01                             ensureBits32 (lodepng.c:546 @ 1529e)
  0.01     35.55     0.01                             ensureBits32 (lodepng.c:559 @ 15430)
  0.01     35.55     0.01                             fill_slider (menu.c:91 @ dc9d)
  0.01     35.55     0.01                             fill_slider (menu.c:90 @ dc9f)
  0.01     35.56     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b760)
  0.01     35.56     0.01                             fill_triangle_color (fill_triangle2.c:136 @ b762)
  0.01     35.57     0.01                             fill_triangle_color (fill_triangle2.c:145 @ b7aa)
  0.01     35.58     0.01                             fill_triangle_color (fill_triangle2.c:180 @ b9be)
  0.01     35.58     0.01                             fill_triangle_color (fill_triangle2.c:181 @ b9c2)
  0.01     35.59     0.01                             fill_triangle_color (fill_triangle2.c:205 @ ba85)
  0.01     35.59     0.01                             fill_triangle_color (fill_triangle2.c:207 @ ba8a)
  0.01     35.59     0.01                             fill_triangle_color (fill_triangle2.c:215 @ baa6)
  0.01     35.60     0.01                             fill_triangle_texture (fill_triangle.c:205 @ adb2)
  0.01     35.60     0.01                             fill_triangle_texture (fill_triangle.c:207 @ adca)
  0.01     35.61     0.01                             fill_triangle_texture (fill_triangle.c:209 @ adcf)
  0.01     35.62     0.01                             fill_triangle_texture (fill_triangle.c:216 @ ae07)
  0.01     35.62     0.01                             fill_triangle_texture (fill_triangle.c:211 @ ae37)
  0.01     35.62     0.01                             fill_triangle_texture (fill_triangle.c:243 @ ae59)
  0.01     35.63     0.01                             fill_triangle_texture (fill_triangle.c:244 @ ae5b)
  0.01     35.63     0.01                             fill_triangle_texture (fill_triangle.c:243 @ ae5f)
  0.01     35.64     0.01                             fill_triangle_texture (fill_triangle.c:289 @ b3b2)
  0.01     35.65     0.01                             ft_calloc (ft_calloc.c:24 @ ef0c)
  0.01     35.65     0.01                             ft_calloc (ft_calloc.c:25 @ ef17)
  0.01     35.66     0.01                             ft_memcpy (ft_memcpy.c:28 @ eafa)
  0.01     35.66     0.01                             ft_memcpy (ft_memcpy.c:29 @ eb03)
  0.01     35.66     0.01                             ft_memcpy (ft_memcpy.c:29 @ eb27)
  0.01     35.67     0.01                             ft_memcpy (ft_memcpy.c:28 @ eb2f)
  0.01     35.67     0.01                             ft_powint (ft_powint.c:24 @ f8da)
  0.01     35.68     0.01                             ft_powint (ft_powint.c:26 @ f8de)
  0.01     35.69     0.01                             get_unset_last_used_index (clipping_xy.c:54 @ cfce)
  0.01     35.69     0.01                             inflateHuffmanBlock (lodepng.c:1262 @ 1689f)
  0.01     35.70     0.01                             inflateHuffmanBlock (lodepng.c:1265 @ 168da)
  0.01     35.70     0.01                             inflateHuffmanBlock (lodepng.c:1267 @ 168f6)
  0.01     35.70     0.01                             inflateHuffmanBlock (lodepng.c:1268 @ 16902)
  0.01     35.71     0.01                             inflateHuffmanBlock (lodepng.c:1278 @ 1697b)
  0.01     35.72     0.01                             inner_loop (fill_triangle.c:160 @ af9e)
  0.01     35.72     0.01                             inner_loop (fill_triangle.c:155 @ afa6)
  0.01     35.73     0.01                             my_str_cpy (get_next_line_utils.c:83 @ 103b3)
  0.01     35.73     0.01                             obj_parser_handle_faces (obj_parser.c:331 @ 8f0a)
  0.01     35.73     0.01                             paethPredictor (lodepng.c:4251 @ 1bb03)
  0.01     35.74     0.01                             peekBits (lodepng.c:562 @ 15433)
  0.01     35.74     0.01                             peekBits (lodepng.c:565 @ 15459)
  0.01     35.75     0.01                             rasterize (draw.c:259 @ 5333)
  0.01     35.76     0.01                             rasterize (draw.c:293 @ 54f2)
  0.01     35.76     0.01                             rasterize (draw.c:291 @ 54f7)
  0.01     35.77     0.01                             rasterize (draw.c:301 @ 5572)
  0.01     35.77     0.01                             rasterize (draw.c:304 @ 557a)
  0.01     35.77     0.01                             rasterize (draw.c:304 @ 56e9)
  0.01     35.78     0.01                             rasterize (draw.c:326 @ 56f2)
  0.01     35.78     0.01                             rasterize (draw.c:265 @ 56f8)
  0.01     35.79     0.01                             rasterize (draw.c:326 @ 5703)
  0.01     35.80     0.01                             readBits (lodepng.c:578 @ 154d5)
  0.01     35.80     0.01                             reading (get_next_line.c:28 @ f5e5)
  0.01     35.80     0.01                             reading (get_next_line.c:32 @ f5e7)
  0.01     35.81     0.01                             reverseBits (lodepng.c:581 @ 154d7)
  0.01     35.81     0.01                             v3_add_incl_uv (fill_triangle.c:78 @ ae0a)
  0.01     35.82     0.01                             v3_add_incl_uv (fill_triangle.c:76 @ ae29)
  0.01     35.83     0.01                             v3_add_incl_uv (fill_triangle.c:78 @ b263)
  0.01     35.83     0.01                             v3_sub (vec3.c:143 @ 6143)
  0.00     35.83     0.00 48249281     0.00     0.00  unit_vec3 (vec3.c:18 @ 5d70)
  0.00     35.83     0.00 28187220     0.00     0.00  projection_matrix (init_matrix.c:57 @ 9e80)
  0.00     35.83     0.00 25510117     0.00     0.00  append_buffer (get_next_line_utils.c:105 @ 10190)
  0.00     35.83     0.00  9587604     0.00     0.00  ft_isdigit (ft_isdigit.c:14 @ e910)
  0.00     35.83     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ eef0)
  0.00     35.83     0.00  3070050     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ a9f0)
  0.00     35.83     0.00  3061825     0.00     0.00  fill_triangle_texture (fill_triangle.c:166 @ ab00)
  0.00     35.83     0.00  2839367     0.00     0.00  ft_strchr (ft_strchr.c:16 @ ed00)
  0.00     35.83     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ ee50)
  0.00     35.83     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ edb0)
  0.00     35.83     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fbb0)
  0.00     35.83     0.00   743101     0.00     0.00  ft_split (ft_split.c:66 @ f3f0)
  0.00     35.83     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fd00)
  0.00     35.83     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ fd80)
  0.00     35.83     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f6f0)
  0.00     35.83     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f5a0)
  0.00     35.83     0.00   632419     0.00     0.00  my_str_cpy (get_next_line_utils.c:64 @ fe30)
  0.00     35.83     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 85e0)
  0.00     35.83     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f820)
  0.00     35.83     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8b70)
  0.00     35.83     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8a50)
  0.00     35.83     0.00   225439     0.00     0.00  v3_add (vec3.c:115 @ 6040)
  0.00     35.83     0.00   225078     0.00     0.00  v3_scale (vec3.c:182 @ 62a0)
  0.00     35.83     0.00   224356     0.00     0.00  line_zplane_intersection (clipping_z.c:39 @ bc20)
  0.00     35.83     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ e9f0)
  0.00     35.83     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 8150)
  0.00     35.83     0.00     8225     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b520)
  0.00     35.83     0.00     2888     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a4c0)
  0.00     35.83     0.00      722     0.00     0.00  draw_mesh (draw.c:336 @ 57a0)
  0.00     35.83     0.00      722     0.00     0.00  fill_model_matrix (draw.c:175 @ 4e20)
  0.00     35.83     0.00      722     0.00     0.00  init_day_light (draw.c:207 @ 4f90)
  0.00     35.83     0.00      722     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a3f0)
  0.00     35.83     0.00      722     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a140)
  0.00     35.83     0.00      722     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ 9f80)
  0.00     35.83     0.00      722     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a010)
  0.00     35.83     0.00      722     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a0c0)
  0.00     35.83     0.00      722     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9df0)
  0.00     35.83     0.00      722     0.00     0.00  translation_matrix (init_matrix.c:77 @ 9ed0)
  0.00     35.83     0.00      403     0.00     0.00  ft_hook (main.c:143 @ 32a0)
  0.00     35.83     0.00      403     0.00     0.00  menu_handler (menu_public.c:36 @ df50)
  0.00     35.83     0.00      361     0.00     0.00  get_direction (vec3.c:337 @ 6640)
  0.00     35.83     0.00      361     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00     35.83     0.00      206     0.00     0.00  cursor_hook (key_handlers.c:152 @ d830)
  0.00     35.83     0.00      128     0.00     0.00  display_digit (fps.c:84 @ 3e20)
  0.00     35.83     0.00      119     0.00     0.00  display_fps (fps.c:136 @ 40c0)
  0.00     35.83     0.00       69     0.00     0.00  key_hook (key_handlers.c:113 @ d580)
  0.00     35.83     0.00       41     0.00     0.00  add_vec3 (vec3.c:213 @ 6370)
  0.00     35.83     0.00       41     0.00     0.00  handle_open_menu (menu.c:103 @ dbf0)
  0.00     35.83     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ ee00)
  0.00     35.83     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ faa0)
  0.00     35.83     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f1d0)
  0.00     35.83     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ ec90)
  0.00     35.83     0.00        8     0.00     0.01  ft_strjoin (ft_strjoin.c:16 @ ef50)
  0.00     35.83     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7800)
  0.00     35.83     0.00        4     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e2e0)
  0.00     35.83     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e040)
  0.00     35.83     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ db10)
  0.00     35.83     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fcd0)
  0.00     35.83     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ d970)
  0.00     35.83     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:197 @ 36a0)
  0.00     35.83     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fc10)
  0.00     35.83     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ 9f30)
  0.00     35.83     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e730)
  0.00     35.83     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9a30)
  0.00     35.83     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e6a0)
  0.00     35.83     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 8450)
  0.00     35.83     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8730)
  0.00     35.83     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 90d0)
  0.00     35.83     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9890)
  0.00     35.83     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e7d0)
  0.00     35.83     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ e870)
  0.00     35.83     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ dd20)
  0.00     35.83     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3c20)
  0.00     35.83     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ deb0)
  0.00     35.83     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3b90)
  0.00     35.83     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e560)
  0.00     35.83     0.00        1     0.00     0.00  init_main (init.c:47 @ e3c0)
  0.00     35.83     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ dfa0)
  0.00     35.83     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e600)
  0.00     35.83     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 91a0)
  0.00     35.83     0.00        1     0.00     0.01  parse_mtl (obj_parser.c:421 @ 9320)
  0.00     35.83     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 76e0)
  0.00     35.83     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 7840)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.03% of 35.83 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[65]     0.4    0.15    0.00                 paethPredictor (lodepng.c:4241 @ 1ba6e) [65]
-----------------------------------------------
                0.02    0.00 48021664/228626652     draw_mesh (draw.c:372 @ 599e) [155]
                0.02    0.00 48021664/228626652     draw_mesh (draw.c:373 @ 59b3) [161]
                0.02    0.00 48021664/228626652     draw_mesh (draw.c:374 @ 59ca) [182]
                0.04    0.00 84561660/228626652     draw_mesh (draw.c:417 @ 5c7b) [125]
[81]     0.3    0.11    0.00 228626652         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a890) [81]
-----------------------------------------------
                0.09    0.00 28187220/28187220     draw_mesh (draw.c:421 @ 5c91) [40]
[89]     0.3    0.09    0.00 28187220         rasterize (draw.c:251 @ 5280) [89]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.2    0.07    0.00                 _init [101]
-----------------------------------------------
                0.00    0.00       1/102460582     reset_camera (utils1.c:26 @ 778f) [535]
                0.00    0.00       1/102460582     reset_camera (utils1.c:27 @ 77ae) [536]
                0.00    0.00       1/102460582     reset_camera (utils1.c:29 @ 77bb) [537]
                0.00    0.00       2/102460582     arr_append (arr_append.c:34 @ fc70) [533]
                0.00    0.00       2/102460582     arr_append (arr_append.c:35 @ fc85) [534]
                0.00    0.00       3/102460582     add_menu_widget (menu_public.c:68 @ e08b) [532]
                0.00    0.00      22/102460582     triangulation (obj_parser.c:242 @ 833e) [527]
                0.00    0.00     722/102460582     fill_model_matrix (draw.c:203 @ 4f4d) [505]
                0.00    0.00  133024/102460582     triangulation (obj_parser.c:255 @ 81eb) [492]
                0.00    0.00  266188/102460582     parse_face_vertex (obj_parser.c:192 @ 8ac2) [484]
                0.01    0.00 25515154/102460582     rasterize (draw.c:286 @ 54a3) [268]
                0.04    0.00 76545462/102460582     cpy_triangle_data_rasterize (draw.c:242 @ 54cf) [124]
[109]    0.1    0.05    0.00 102460582         ft_memcpy (ft_memcpy.c:16 @ ea20) [109]
-----------------------------------------------
                0.00    0.00     320/88156802     handle_movement_per_frame (main.c:63 @ 3278) [515]
                0.00    0.00     693/88156802     handle_movement_per_frame (main.c:63 @ 3060) [506]
                0.00    0.00    4438/88156802     fill_triangle_color (fill_triangle2.c:158 @ b8bc) [497]
                0.00    0.00    8225/88156802     fill_triangle_color (fill_triangle2.c:86 @ b568) [495]
                0.00    0.00    8225/88156802     fill_triangle_color (fill_triangle2.c:90 @ b5fe) [496]
                0.00    0.00  224356/88156802     line_zplane_intersection (clipping_z.c:53 @ bcfd) [486]
                0.00    0.00  224356/88156802     line_zplane_intersection (clipping_z.c:60 @ bd0d) [487]
                0.00    0.00  224356/88156802     line_zplane_intersection (clipping_z.c:64 @ bd26) [488]
                0.00    0.00 2247004/88156802     fast_line_intersect (clipping_xy.c:100 @ c8c7) [480]
                0.00    0.00 2545885/88156802     fill_triangle_texture (fill_triangle.c:252 @ b0e8) [269]
                0.00    0.00 3061657/88156802     fill_triangle_texture (fill_triangle.c:198 @ acad) [478]
                0.00    0.00 3061825/88156802     v3_sub_incl_uv (fill_triangle.c:87 @ abc0) [477]
                0.03    0.00 76545462/88156802     rasterize (draw.c:291 @ 54ee) [160]
[133]    0.1    0.04    0.00 88156802         zero_f (utils1.c:63 @ 78f0) [133]
-----------------------------------------------
                0.00    0.00       3/48022396     handle_movement_per_frame (main.c:41 @ 3190) [531]
                0.00    0.00       7/48022396     handle_movement_per_frame (main.c:48 @ 30c8) [530]
                0.00    0.00     722/48022396     matrix_point_at (init_matrix.c:194 @ a2d3) [498]
                0.04    0.00 48021664/48022396     draw_mesh (draw.c:378 @ 59e1) [8]
[134]    0.1    0.04    0.00 48022396         cross_product (vec3.c:99 @ 5f90) [134]
-----------------------------------------------
                0.00    0.00     722/144349479     matrix_point_at (init_matrix.c:185 @ a18e) [513]
                0.00    0.00     722/144349479     matrix_point_at (init_matrix.c:190 @ a25e) [514]
                0.00    0.00   58687/144349479     clipping_z_near (clipping_z.c:152 @ c6c6) [494]
                0.00    0.00  224356/144349479     line_zplane_intersection (clipping_z.c:52 @ bca3) [493]
                0.01    0.00 48021664/144349479     draw_mesh (draw.c:381 @ 5aea) [36]
                0.02    0.00 96043328/144349479     draw_mesh (draw.c:378 @ 59e1) [8]
[162]    0.1    0.03    0.00 144349479         v3_sub (vec3.c:138 @ 6110) [162]
-----------------------------------------------
                                                 <spontaneous>
[165]    0.1    0.03    0.00                 ensureBits32 (lodepng.c:542 @ 15216) [165]
-----------------------------------------------
                                                 <spontaneous>
[173]    0.1    0.03    0.00                 huffmanDecodeSymbol (lodepng.c:1073 @ 15ffe) [173]
-----------------------------------------------
                0.00    0.00     722/76658318     matrix_point_at (init_matrix.c:188 @ a1f1) [510]
                0.00    0.00  448712/76658318     line_zplane_intersection (clipping_z.c:65 @ bd33) [485]
                0.01    0.00 28187220/76658318     draw_mesh (draw.c:389 @ 5b9f) [183]
                0.01    0.00 48021664/76658318     draw_mesh (draw.c:381 @ 5aea) [36]
[195]    0.1    0.02    0.00 76658318         dot_prod_unit (vec3.c:110 @ 6010) [195]
-----------------------------------------------
                0.00    0.00  269961/29310722     clipping_xy (clipping_xy.c:188 @ d191) [490]
                0.00    0.00  269961/29310722     clipping_xy (clipping_xy.c:189 @ d1a6) [491]
                0.00    0.00  291790/29310722     clipping_xy (clipping_xy.c:198 @ cd21) [270]
                0.00    0.00  291790/29310722     clipping_xy (clipping_xy.c:201 @ cd4d) [489]
                0.01    0.00 28187220/29310722     rasterize (draw.c:261 @ 533b) [194]
[271]    0.0    0.01    0.00 29310722         clipping_z_near (clipping_z.c:126 @ c3a0) [271]
-----------------------------------------------
                0.01    0.00 25515154/25515154     rasterize (draw.c:300 @ 556d) [370]
[272]    0.0    0.01    0.00 25515154         call_clipping_xy (clipping_xy.c:250 @ ca40) [272]
-----------------------------------------------
                0.00    0.00       4/1569210     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9923) [526]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:451 @ 940c) [521]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:462 @ 950a) [522]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:466 @ 959d) [523]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:468 @ 96d1) [524]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:16 @ ef50) [519]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:22 @ ef7c) [520]
                0.00    0.00       9/1569210     obj_parser_handle_faces (obj_parser.c:312 @ 8d26) [518]
                0.00    0.00      11/1569210     parse_mtl (obj_parser.c:445 @ 93e3) [517]
                0.00    0.00      19/1569210     ft_strlcpy (ft_strlcpy.c:16 @ ecb0) [516]
                0.00    0.00      25/1569210     ft_strtrim (ft_strtrim.c:32 @ f1eb) [512]
                0.00    0.00      26/1569210     parse_mtl (obj_parser.c:469 @ 9748) [511]
                0.00    0.00      33/1569210     parse_mtl (obj_parser.c:471 @ 980c) [509]
                0.00    0.00      34/1569210     parse_mtl (obj_parser.c:467 @ 96b0) [508]
                0.00    0.00      42/1569210     parse_mtl (obj_parser.c:465 @ 9578) [507]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:461 @ 94e8) [503]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:463 @ 9530) [504]
                0.00    0.00      74/1569210     parse_mtl (obj_parser.c:459 @ 94a0) [502]
                0.00    0.00      81/1569210     parse_mtl (obj_parser.c:455 @ 9443) [501]
                0.00    0.00      82/1569210     parse_mtl (obj_parser.c:457 @ 946a) [500]
                0.00    0.00      85/1569210     mtl_len (obj_parser.c:380 @ 9213) [499]
                0.00    0.00  115566/1569210     obj_parser_count (obj_parser.c:77 @ 8550) [483]
                0.00    0.00  115567/1569210     obj_parser_count (obj_parser.c:75 @ 8520) [482]
                0.00    0.00  144215/1569210     str_to_double (obj_parser.c:110 @ 86bc) [481]
                0.00    0.00  210748/1569210     obj_parser_handle_faces (obj_parser.c:308 @ 8cfa) [479]
                0.00    0.00  239324/1569210     str_to_double (obj_parser.c:112 @ 86ff) [476]
                0.00    0.00  743101/1569210     append_next_sub (ft_split.c:48 @ f560) [475]
[273]    0.0    0.01    0.00 1569210         ft_strlen (ft_strlen.c:16 @ e930) [273]
-----------------------------------------------
                0.01    0.00     403/403         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1274d) [362]
[274]    0.0    0.01    0.00     403         display_fps_hook (fps.c:170 @ 42b0) [274]
-----------------------------------------------
                                                 <spontaneous>
[360]    0.0    0.01    0.00                 lodepng_memcpy (lodepng.c:121 @ 1482a) [360]
