Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
[254]    0.0    0.03    0.00                 lodepng_memcpy (lodepng.c:121 @ 1491a) [254]
-----------------------------------------------
                                                 <spontaneous>
[255]    0.0    0.03    0.00                 peekBits (lodepng.c:562 @ 15523) [255]
-----------------------------------------------
                0.00    0.00       3/84737572     handle_movement_per_frame (main.c:41 @ 3190) [547]
                0.00    0.00       7/84737572     handle_movement_per_frame (main.c:48 @ 30c8) [541]
                0.00    0.00    1274/84737572     matrix_point_at (init_matrix.c:194 @ a433) [534]
                0.02    0.00 84736288/84737572     draw_mesh (draw.c:378 @ 5b41) [8]
[259]    0.0    0.02    0.00 84737572         cross_product (vec3.c:99 @ 60f0) [259]
-----------------------------------------------
                0.02    0.00 50264660/50264660     rasterize (draw.c:258 @ 545b) [287]
[260]    0.0    0.02    0.00 50264660         projection_matrix (init_matrix.c:57 @ 9fe0) [260]
-----------------------------------------------
                                                 <spontaneous>
[281]    0.0    0.02    0.00                 huffmanDecodeSymbol (lodepng.c:1073 @ 160ee) [281]
-----------------------------------------------
                                                 <spontaneous>
[303]    0.0    0.01    0.00                 ensureBits32 (lodepng.c:542 @ 15306) [303]
-----------------------------------------------
                0.01    0.00 25510117/25510117     reading (get_next_line.c:34 @ f6dd) [424]
[327]    0.0    0.01    0.00 25510117         append_buffer (get_next_line_utils.c:105 @ 10280) [327]
-----------------------------------------------
                                                 <spontaneous>
[410]    0.0    0.01    0.00                 lodepng_memset (lodepng.c:127 @ 14966) [410]
-----------------------------------------------
                                                 <spontaneous>
[500]    0.0    0.01    0.00                 reverseBits (lodepng.c:581 @ 155c7) [500]
-----------------------------------------------
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 9731) [1747]
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 985d) [1758]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9770) [1754]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9890) [1765]
                0.00    0.00  266188/9587604     parse_face_vertex (obj_parser.c:189 @ 8bf0) [7192]
                0.00    0.00  266188/9587604     parse_face_normals (obj_parser.c:213 @ 8d00) [7174]
                0.00    0.00  383539/9587604     str_to_double (obj_parser.c:106 @ 87b8) [8066]
                0.00    0.00  767140/9587604     str_to_double (obj_parser.c:101 @ 8780) [8058]
                0.00    0.00 7904117/9587604     ft_atoi (ft_atoi.c:39 @ efa9) [2290]
[551]    0.0    0.00    0.00 9587604         ft_isdigit (ft_isdigit.c:14 @ ea00) [551]
-----------------------------------------------
                0.00    0.00   11366/4950208     fill_triangle_color (fill_triangle2.c:72 @ b63f) [1909]
                0.00    0.00 4938842/4950208     fill_triangle_texture (fill_triangle.c:212 @ acb0) [379]
[552]    0.0    0.00    0.00 4950208         sort_vertexes_for_y (fill_triangle.c:17 @ ab50) [552]
-----------------------------------------------
                0.00    0.00 4938842/4938842     rasterize (draw.c:321 @ 5708) [7371]
[553]    0.0    0.00    0.00 4938842         fill_triangle_texture (fill_triangle.c:185 @ ac60) [553]
-----------------------------------------------
                0.00    0.00       1/3198971     parse_mtl (obj_parser.c:432 @ 94b3) [7215]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9c52) [5090]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9c6b) [5092]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9c78) [5094]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9c9c) [5098]
                0.00    0.00       3/3198971     add_menu_widget (menu_public.c:61 @ e15c) [820]
                0.00    0.00       8/3198971     ft_strjoin (ft_strjoin.c:23 @ f07e) [2562]
                0.00    0.00      22/3198971     triangulation (obj_parser.c:241 @ 847e) [8161]
                0.00    0.00  743101/3198971     get_str_count (ft_split.c:36 @ f54e) [3256]
                0.00    0.00 2455828/3198971     append_next_sub (ft_split.c:53 @ f5dd) [904]
[554]    0.0    0.00    0.00 3198971         ft_calloc (ft_calloc.c:16 @ efe0) [554]
-----------------------------------------------
                0.00    0.00  383539/2839367     str_to_double (obj_parser.c:109 @ 880d) [8074]
                0.00    0.00 2455828/2839367     append_next_sub (ft_split.c:46 @ f5a0) [899]
[555]    0.0    0.00    0.00 2839367         ft_strchr (ft_strchr.c:16 @ edf0) [555]
-----------------------------------------------
                0.00    0.00       4/1569210     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9a83) [6986]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:451 @ 956c) [7228]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:462 @ 966a) [7239]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:466 @ 96fd) [7243]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:468 @ 9831) [7261]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:16 @ f040) [602]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:22 @ f06c) [2559]
                0.00    0.00       9/1569210     obj_parser_handle_faces (obj_parser.c:312 @ 8e86) [6933]
                0.00    0.00      11/1569210     parse_mtl (obj_parser.c:445 @ 9543) [7224]
                0.00    0.00      19/1569210     ft_strlcpy (ft_strlcpy.c:16 @ eda0) [2610]
                0.00    0.00      25/1569210     ft_strtrim (ft_strtrim.c:32 @ f2db) [2671]
                0.00    0.00      26/1569210     parse_mtl (obj_parser.c:469 @ 98a8) [7262]
                0.00    0.00      33/1569210     parse_mtl (obj_parser.c:471 @ 996c) [7264]
                0.00    0.00      34/1569210     parse_mtl (obj_parser.c:467 @ 9810) [7260]
                0.00    0.00      42/1569210     parse_mtl (obj_parser.c:465 @ 96d8) [7242]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:461 @ 9648) [7238]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:463 @ 9690) [7240]
                0.00    0.00      74/1569210     parse_mtl (obj_parser.c:459 @ 9600) [7236]
                0.00    0.00      81/1569210     parse_mtl (obj_parser.c:455 @ 95a3) [7233]
                0.00    0.00      82/1569210     parse_mtl (obj_parser.c:457 @ 95ca) [7234]
                0.00    0.00      85/1569210     mtl_len (obj_parser.c:380 @ 9373) [6766]
                0.00    0.00  115566/1569210     obj_parser_count (obj_parser.c:77 @ 86b0) [6836]
                0.00    0.00  115567/1569210     obj_parser_count (obj_parser.c:75 @ 8680) [6834]
                0.00    0.00  144215/1569210     str_to_double (obj_parser.c:110 @ 881c) [8075]
                0.00    0.00  210748/1569210     obj_parser_handle_faces (obj_parser.c:308 @ 8e5a) [6931]
                0.00    0.00  239324/1569210     str_to_double (obj_parser.c:112 @ 885f) [8081]
                0.00    0.00  743101/1569210     append_next_sub (ft_split.c:48 @ f650) [910]
[556]    0.0    0.00    0.00 1569210         ft_strlen (ft_strlen.c:16 @ ea20) [556]
-----------------------------------------------
                0.00    0.00  265768/1564810     parse_face_vertex (obj_parser.c:197 @ 8c4f) [7205]
                0.00    0.00  265768/1564810     parse_face_normals (obj_parser.c:215 @ 8d1f) [7177]
                0.00    0.00  266188/1564810     parse_face_vertex (obj_parser.c:190 @ 8c0f) [7196]
                0.00    0.00  383539/1564810     str_to_double (obj_parser.c:108 @ 87eb) [8071]
                0.00    0.00  383547/1564810     str_to_double (obj_parser.c:99 @ 8770) [8056]
[557]    0.0    0.00    0.00 1564810         ft_atoi (ft_atoi.c:23 @ ef40) [557]
-----------------------------------------------
                0.00    0.00       3/1456644     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9a83) [6986]
                0.00    0.00       9/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8f58) [6937]
                0.00    0.00      11/1456644     parse_mtl (obj_parser.c:445 @ 9543) [7224]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:469 @ 98a8) [7262]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:471 @ 996c) [7264]
                0.00    0.00      34/1456644     parse_mtl (obj_parser.c:467 @ 9810) [7260]
                0.00    0.00      42/1456644     parse_mtl (obj_parser.c:465 @ 96d8) [7242]
                0.00    0.00      50/1456644     parse_mtl (obj_parser.c:463 @ 9690) [7240]
                0.00    0.00      58/1456644     parse_mtl (obj_parser.c:461 @ 9648) [7238]
                0.00    0.00      66/1456644     parse_mtl (obj_parser.c:459 @ 9600) [7236]
                0.00    0.00      74/1456644     parse_mtl (obj_parser.c:457 @ 95ca) [7234]
                0.00    0.00      81/1456644     parse_mtl (obj_parser.c:455 @ 95a3) [7233]
                0.00    0.00      85/1456644     mtl_len (obj_parser.c:380 @ 9373) [6766]
                0.00    0.00  115566/1456644     obj_parser_count (obj_parser.c:77 @ 86b0) [6836]
                0.00    0.00  115567/1456644     obj_parser_count (obj_parser.c:75 @ 8680) [6834]
                0.00    0.00  115567/1456644     obj_parser_fill_vertexes (obj_parser.c:162 @ 8a98) [6898]
                0.00    0.00  133198/1456644     obj_parser_count (obj_parser.c:73 @ 8649) [6828]
                0.00    0.00  133198/1456644     obj_parser_fill_vertexes (obj_parser.c:152 @ 89da) [6877]
                0.00    0.00  210739/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8e28) [6928]
                0.00    0.00  210748/1456644     obj_parser_count (obj_parser.c:71 @ 8638) [6827]
                0.00    0.00  210748/1456644     obj_parser_fill_vertexes (obj_parser.c:142 @ 89bd) [6874]
                0.00    0.00  210748/1456644     obj_parser_handle_faces (obj_parser.c:310 @ 8e63) [6932]
[558]    0.0    0.00    0.00 1456644         ft_strncmp (ft_strncmp.c:16 @ eea0) [558]
-----------------------------------------------
                0.00    0.00     420/743101      parse_face_normals (obj_parser.c:217 @ 8d80) [7184]
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:158 @ 8a7b) [6895]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:170 @ 8b30) [6913]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:337 @ 9091) [6952]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:147 @ 8989) [6868]
                0.00    0.00  265768/743101      parse_face_normals (obj_parser.c:223 @ 8d69) [7182]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:200 @ 8c6b) [7207]
[559]    0.0    0.00    0.00  743101         ft_free_2darr (ft_free_2darr.c:16 @ fca0) [559]
-----------------------------------------------
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:154 @ 89f7) [6880]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:162 @ 8a98) [6898]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:320 @ 90c0) [6953]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:145 @ 8930) [6857]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:190 @ 8bff) [7194]
                0.00    0.00  266188/743101      parse_face_normals (obj_parser.c:214 @ 8d0f) [7176]
[560]    0.0    0.00    0.00  743101         ft_split (ft_split.c:66 @ f4e0) [560]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:53 @ f8e0) [7862]
[561]    0.0    0.00    0.00  632434         cleanup (get_next_line_utils.c:16 @ fdf0) [561]
-----------------------------------------------
                0.00    0.00  632434/632434      get_next_line (get_next_line.c:75 @ f7f5) [3218]
[562]    0.0    0.00    0.00  632434         get_current_file (get_next_line_utils.c:38 @ fe70) [562]
-----------------------------------------------
                0.00    0.00       1/632434      mtl_len (obj_parser.c:376 @ 933d) [6762]
                0.00    0.00       1/632434      parse_mtl (obj_parser.c:439 @ 94ef) [7218]
                0.00    0.00       1/632434      obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9adf) [6991]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:61 @ 85da) [6819]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:83 @ 8670) [6831]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:130 @ 88e1) [6848]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:176 @ 8b40) [6915]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:343 @ 9120) [6963]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:300 @ 9256) [6970]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:508 @ 9a3e) [6981]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:513 @ 9a78) [6985]
                0.00    0.00       3/632434      parse_mtl (obj_parser.c:448 @ 9538) [7223]
                0.00    0.00       9/632434      mtl_len (obj_parser.c:388 @ 939d) [6769]
                0.00    0.00      77/632434      mtl_len (obj_parser.c:383 @ 9368) [6765]
                0.00    0.00      82/632434      parse_mtl (obj_parser.c:474 @ 9598) [7232]
                0.00    0.00  210748/632434      obj_parser_count (obj_parser.c:79 @ 861b) [6824]
                0.00    0.00  210748/632434      obj_parser_fill_vertexes (obj_parser.c:173 @ 899c) [6871]
                0.00    0.00  210748/632434      obj_parser_handle_faces (obj_parser.c:341 @ 8e4e) [6930]
[563]    0.0    0.00    0.00  632434         get_next_line (get_next_line.c:69 @ f7e0) [563]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:50 @ f81a) [7851]
[564]    0.0    0.00    0.00  632434         reading (get_next_line.c:16 @ f690) [564]
-----------------------------------------------
                0.00    0.00  632419/632419      shrink_out (get_next_line.c:63 @ f858) [7859]
[565]    0.0    0.00    0.00  632419         my_str_cpy (get_next_line_utils.c:64 @ ff20) [565]
-----------------------------------------------
                0.00    0.00     637/509777      cursor_movement_per_frame (main.c:18 @ 2e73) [1372]
                0.00    0.00    1274/509777      draw_mesh (draw.c:347 @ 59a0) [1607]
                0.00    0.00  507866/509777      line_zplane_intersection (clipping_z.c:70 @ c030) [3942]
[566]    0.0    0.00    0.00  509777         v3_add (vec3.c:115 @ 61a0) [566]
-----------------------------------------------
                0.00    0.00    1274/509140      matrix_point_at (init_matrix.c:188 @ a351) [533]
                0.00    0.00  507866/509140      line_zplane_intersection (clipping_z.c:68 @ bfc0) [3941]
[567]    0.0    0.00    0.00  509140         v3_scale (vec3.c:182 @ 6400) [567]
-----------------------------------------------
                0.00    0.00  123107/507866      clipping_z_near (clipping_z.c:187 @ c646) [1149]
                0.00    0.00  123107/507866      clipping_z_near (clipping_z.c:188 @ c6b1) [1152]
                0.00    0.00  130826/507866      clipping_z_near (clipping_z.c:164 @ c84a) [1180]
                0.00    0.00  130826/507866      clipping_z_near (clipping_z.c:167 @ c8ff) [1188]
[568]    0.0    0.00    0.00  507866         line_zplane_intersection (clipping_z.c:39 @ bd10) [568]
-----------------------------------------------
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:458 @ 95e4) [7235]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:460 @ 9622) [7237]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:462 @ 966a) [7239]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:464 @ 96b2) [7241]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:399 @ 9719) [1745]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:401 @ 9850) [1757]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:155 @ 8a1d) [6885]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:156 @ 8a35) [6888]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:157 @ 8a55) [6891]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:165 @ 8abf) [6900]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:166 @ 8af0) [6905]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:144 @ 893f) [6858]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:145 @ 894e) [6861]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:147 @ 896c) [6865]
[569]    0.0    0.00    0.00  383547         str_to_double (obj_parser.c:88 @ 8740) [569]
-----------------------------------------------
                0.00    0.00  144215/383539      str_to_double (obj_parser.c:110 @ 881c) [8075]
                0.00    0.00  239324/383539      str_to_double (obj_parser.c:112 @ 885f) [8081]
[570]    0.0    0.00    0.00  383539         ft_powint (ft_powint.c:16 @ f910) [570]
-----------------------------------------------
                0.00    0.00       2/266190      load_obj_file (obj_parser.c:573 @ 9cfd) [5107]
                0.00    0.00  266188/266190      obj_parser_handle_faces (obj_parser.c:334 @ 905c) [6948]
[571]    0.0    0.00    0.00  266190         parse_face_normals (obj_parser.c:207 @ 8cd0) [571]
-----------------------------------------------
                0.00    0.00  266188/266188      obj_parser_handle_faces (obj_parser.c:333 @ 9003) [6945]
[572]    0.0    0.00    0.00  266188         parse_face_vertex (obj_parser.c:182 @ 8bb0) [572]
-----------------------------------------------
                0.00    0.00       1/133171      free_menu (menu_public.c:31 @ e01d) [2262]
                0.00    0.00       1/133171      init_menu (menu_public.c:50 @ e0a7) [3675]
                0.00    0.00       1/133171      init_main (init.c:48 @ e4df) [3656]
                0.00    0.00       2/133171      load_obj_file (obj_parser.c:545 @ 9bee) [5082]
                0.00    0.00       2/133171      init_basic_data_mesh (init.c:130 @ e837) [3500]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:327 @ 8fb7) [6942]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:330 @ 8fc4) [6943]
[573]    0.0    0.00    0.00  133171         ft_bzero (ft_bzero.c:16 @ eae0) [573]
-----------------------------------------------
                0.00    0.00   66582/66582       triangulation (obj_parser.c:235 @ 90a6) [8170]
[574]    0.0    0.00    0.00   66582         ft_put_pixel_fin_index (utils1.c:161 @ 82b0) [574]
-----------------------------------------------
                0.00    0.00   11366/11366       rasterize (draw.c:304 @ 583d) [7386]
[575]    0.0    0.00    0.00   11366         fill_triangle_color (fill_triangle2.c:69 @ b610) [575]
-----------------------------------------------
                0.00    0.00    1274/5096        fill_model_matrix (draw.c:192 @ 506c) [1819]
                0.00    0.00    1274/5096        fill_model_matrix (draw.c:198 @ 507e) [1821]
                0.00    0.00    1274/5096        fill_model_matrix (draw.c:198 @ 508a) [1823]
                0.00    0.00    1274/5096        fill_model_matrix (draw.c:201 @ 5098) [1824]
[576]    0.0    0.00    0.00    5096         mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620) [576]
-----------------------------------------------
                0.00    0.00    1274/1274        ft_hook (main.c:154 @ 3570) [2343]
[577]    0.0    0.00    0.00    1274         draw_mesh (draw.c:336 @ 5900) [577]
-----------------------------------------------
                0.00    0.00    1274/1274        draw_mesh (draw.c:345 @ 5960) [1606]
[578]    0.0    0.00    0.00    1274         fill_model_matrix (draw.c:175 @ 4f80) [578]
-----------------------------------------------
                0.00    0.00    1274/1274        draw_mesh (draw.c:355 @ 59d3) [1609]
[579]    0.0    0.00    0.00    1274         init_day_light (draw.c:207 @ 50f0) [579]
-----------------------------------------------
                0.00    0.00    1274/1274        draw_mesh (draw.c:350 @ 59ba) [1608]
[580]    0.0    0.00    0.00    1274         matrix_look_at (init_matrix.c:219 @ a550) [580]
-----------------------------------------------
                0.00    0.00    1274/1274        draw_mesh (draw.c:347 @ 59a0) [1607]
[581]    0.0    0.00    0.00    1274         matrix_point_at (init_matrix.c:179 @ a2a0) [581]
-----------------------------------------------
                0.00    0.00    1274/1274        fill_model_matrix (draw.c:187 @ 501a) [1814]
[582]    0.0    0.00    0.00    1274         rot_matx_4x4 (init_matrix.c:117 @ a0e0) [582]
-----------------------------------------------
                0.00    0.00    1274/1274        fill_model_matrix (draw.c:188 @ 502a) [1815]
[583]    0.0    0.00    0.00    1274         rot_maty_4x4 (init_matrix.c:137 @ a170) [583]
-----------------------------------------------
                0.00    0.00    1274/1274        fill_model_matrix (draw.c:189 @ 5048) [1816]
[584]    0.0    0.00    0.00    1274         rot_matz_4x4 (init_matrix.c:157 @ a220) [584]
-----------------------------------------------
                0.00    0.00    1274/1274        fill_model_matrix (draw.c:186 @ 4fec) [1813]
[585]    0.0    0.00    0.00    1274         scale_matrix (init_matrix.c:37 @ 9f50) [585]
-----------------------------------------------
                0.00    0.00    1274/1274        fill_model_matrix (draw.c:192 @ 4fe0) [1811]
[586]    0.0    0.00    0.00    1274         translation_matrix (init_matrix.c:77 @ a030) [586]
-----------------------------------------------
                0.00    0.00     682/682         mlx_cursor_cb (mlx_mouse.c:38 @ 12d5e) [6085]
[587]    0.0    0.00    0.00     682         cursor_hook (key_handlers.c:152 @ d920) [587]
-----------------------------------------------
                0.00    0.00     672/672         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1283d) [6168]
[588]    0.0    0.00    0.00     672         display_fps_hook (fps.c:170 @ 4410) [588]
-----------------------------------------------
                0.00    0.00     672/672         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1283d) [6168]
[589]    0.0    0.00    0.00     672         ft_hook (main.c:139 @ 32a0) [589]
-----------------------------------------------
                0.00    0.00     672/672         ft_hook (main.c:139 @ 32c0) [2336]
[590]    0.0    0.00    0.00     672         menu_handler (menu_public.c:36 @ e040) [590]
-----------------------------------------------
                0.00    0.00     637/637         cursor_movement_per_frame (main.c:18 @ 2e73) [1372]
[591]    0.0    0.00    0.00     637         get_direction (vec3.c:337 @ 67a0) [591]
-----------------------------------------------
                0.00    0.00     637/637         ft_hook (main.c:163 @ 32d5) [2339]
[592]    0.0    0.00    0.00     637         handle_movement_per_frame (main.c:27 @ 2e00) [592]
-----------------------------------------------
                0.00    0.00     229/229         display_fps (fps.c:163 @ 42c4) [1493]
[593]    0.0    0.00    0.00     229         display_digit (fps.c:84 @ 3f80) [593]
-----------------------------------------------
                0.00    0.00     204/204         display_fps_hook (fps.c:182 @ 446a) [1529]
[594]    0.0    0.00    0.00     204         display_fps (fps.c:136 @ 4220) [594]
-----------------------------------------------
                0.00    0.00      99/99          mlx_key_callback (mlx_keys.c:28 @ 126d8) [6387]
[595]    0.0    0.00    0.00      99         key_hook (key_handlers.c:113 @ d670) [595]
-----------------------------------------------
                0.00    0.00      72/72          handle_movement_per_frame (main.c:64 @ 307e) [3371]
[596]    0.0    0.00    0.00      72         add_vec3 (vec3.c:213 @ 64d0) [596]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:49 @ 8ee0) [3212]
[597]    0.0    0.00    0.00      39         ft_strcmp (ft_strncmp.c:34 @ eef0) [597]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:47 @ 8f07) [3213]
[598]    0.0    0.00    0.00      39         is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fb90) [598]
-----------------------------------------------
                0.00    0.00      34/34          menu_handler (menu_public.c:40 @ e080) [5962]
[599]    0.0    0.00    0.00      34         handle_open_menu (menu.c:103 @ dce0) [599]
-----------------------------------------------
                0.00    0.00       1/25          obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9aa2) [6987]
                0.00    0.00       7/25          parse_mtl (obj_parser.c:472 @ 9991) [7265]
                0.00    0.00       8/25          parse_mtl (obj_parser.c:452 @ 9574) [7229]
                0.00    0.00       9/25          obj_parser_handle_faces (obj_parser.c:312 @ 8e94) [6934]
[600]    0.0    0.00    0.00      25         ft_strtrim (ft_strtrim.c:27 @ f2c0) [600]
-----------------------------------------------
                0.00    0.00       3/19          add_menu_widget (menu_public.c:77 @ e1da) [835]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:26 @ f08b) [2564]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:27 @ f09a) [2565]
[601]    0.0    0.00    0.00      19         ft_strlcpy (ft_strlcpy.c:16 @ ed80) [601]
-----------------------------------------------
                0.00    0.00       1/8           parse_mtl (obj_parser.c:421 @ 9480) [630]
                0.00    0.00       7/8           parse_mtl (obj_parser.c:476 @ 9788) [7244]
[602]    0.0    0.00    0.00       8         ft_strjoin (ft_strjoin.c:16 @ f040) [602]
                0.00    0.00       8/1569210     ft_strlen (ft_strlen.c:16 @ ea20) [556]
-----------------------------------------------
                0.00    0.00       1/7           free_menu (menu_public.c:22 @ dfbf) [2251]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ dff0) [2257]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ e000) [2259]
[603]    0.0    0.00    0.00       7         ft_free_img (utils1.c:34 @ 7960) [603]
-----------------------------------------------
                0.00    0.00       4/4           mlx_cursor_cb (mlx_mouse.c:38 @ 12d5e) [6085]
[604]    0.0    0.00    0.00       4         cursor_menu (menu_hooks.c:65 @ e3d0) [604]
-----------------------------------------------
                0.00    0.00       1/3           main (main.c:261 @ 2b3f) [5858]
                0.00    0.00       1/3           init_menu_widgets (init.c:77 @ e727) [3695]
                0.00    0.00       1/3           init_menu_widgets (init.c:79 @ e760) [3697]
[605]    0.0    0.00    0.00       3         add_menu_widget (menu_public.c:61 @ e130) [605]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:86 @ e240) [844]
[606]    0.0    0.00    0.00       3         fill_slider (menu.c:73 @ dc00) [606]
-----------------------------------------------
                0.00    0.00       1/3           cleanup_exit (cleanup.c:43 @ e9d6) [1020]
                0.00    0.00       2/3           free_mesh (cleanup.c:26 @ e9b9) [2270]
[607]    0.0    0.00    0.00       3         ft_free (ft_free.c:16 @ fdc0) [607]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:83 @ e20f) [841]
[608]    0.0    0.00    0.00       3         init_entry_widget (menu.c:48 @ da60) [608]
-----------------------------------------------
                0.00    0.00       1/2           main (main.c:258 @ 2b2f) [5856]
                0.00    0.00       1/2           get_fps_digit_texture (fps.c:51 @ 3d48) [3169]
[609]    0.0    0.00    0.00       2         add_obj_file_meshes (main.c:193 @ 3800) [609]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:201 @ 3945) [863]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:234 @ 3a46) [869]
[610]    0.0    0.00    0.00       2         arr_append (arr_append.c:20 @ fd00) [610]
-----------------------------------------------
                0.00    0.00       2/2           init_basic_data_mesh (init.c:130 @ e837) [3500]
[611]    0.0    0.00    0.00       2         ident_mat_4x4 (init_matrix.c:97 @ a090) [611]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:546 @ 9bf3) [5083]
[612]    0.0    0.00    0.00       2         init_basic_data_mesh (init.c:129 @ e820) [612]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:196 @ 385c) [852]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:232 @ 3969) [865]
[613]    0.0    0.00    0.00       2         load_obj_file (obj_parser.c:540 @ 9b90) [613]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:200 @ 393d) [862]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:233 @ 3a3e) [868]
[614]    0.0    0.00    0.00       2         make_mesh_render_rdy (init.c:86 @ e790) [614]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:551 @ 9c4a) [5089]
[615]    0.0    0.00    0.00       2         obj_parser_count (obj_parser.c:59 @ 85b0) [615]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9cfd) [5107]
[616]    0.0    0.00    0.00       2         obj_parser_fill_vertexes (obj_parser.c:118 @ 8890) [616]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9cfd) [5107]
[617]    0.0    0.00    0.00       2         obj_parser_handle_faces (obj_parser.c:287 @ 9230) [617]
