Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.02     49.45     0.01                             cpy_triangle_data_rasterize (draw.c:242 @ 562f)
  0.02     49.46     0.01                             cpy_triangle_data_rasterize (draw.c:244 @ 5633)
  0.02     49.47     0.01                             cross_product (vec3.c:106 @ 6112)
  0.02     49.48     0.01                             cross_product (vec3.c:102 @ 611b)
  0.02     49.49     0.01                             cross_product (vec3.c:107 @ 6145)
  0.02     49.50     0.01                             cross_product (vec3.c:104 @ 6146)
  0.02     49.51     0.01                             draw_mesh (draw.c:389 @ 5ce8)
  0.02     49.52     0.01                             draw_mesh (draw.c:416 @ 5d4a)
  0.02     49.53     0.01                             draw_mesh (draw.c:409 @ 5d87)
  0.02     49.54     0.01                             draw_mesh (draw.c:367 @ 5e57)
  0.02     49.55     0.01                             ensureBits25 (lodepng.c:525 @ 15175)
  0.02     49.56     0.01                             ensureBits25 (lodepng.c:526 @ 15185)
  0.02     49.57     0.01                             ensureBits25 (lodepng.c:529 @ 151d6)
  0.02     49.58     0.01                             ensureBits32 (lodepng.c:543 @ 15312)
  0.02     49.59     0.01                             ensureBits32 (lodepng.c:546 @ 1538e)
  0.02     49.60     0.01                             fill_slider (menu.c:88 @ dd9c)
  0.02     49.61     0.01                             fill_slider (menu.c:96 @ ddcd)
  0.02     49.62     0.01                             fill_slider (menu.c:95 @ ddcf)
  0.02     49.63     0.01                             fill_triangle_color (fill_triangle2.c:110 @ b79c)
  0.02     49.64     0.01                             fill_triangle_color (fill_triangle2.c:110 @ b7b3)
  0.02     49.65     0.01                             fill_triangle_color (fill_triangle2.c:130 @ b831)
  0.02     49.66     0.01                             fill_triangle_color (fill_triangle2.c:143 @ b87f)
  0.02     49.67     0.01                             fill_triangle_color (fill_triangle2.c:148 @ b89d)
  0.02     49.68     0.01                             fill_triangle_color (fill_triangle2.c:145 @ b8a1)
  0.02     49.69     0.01                             fill_triangle_color (fill_triangle2.c:143 @ b96c)
  0.02     49.70     0.01                             fill_triangle_color (fill_triangle2.c:169 @ ba4d)
  0.02     49.71     0.01                             fill_triangle_color (fill_triangle2.c:194 @ badd)
  0.02     49.72     0.01                             fill_triangle_color (fill_triangle2.c:200 @ baf2)
  0.02     49.73     0.01                             fill_triangle_color (fill_triangle2.c:205 @ bb5e)
  0.02     49.74     0.01                             fill_triangle_color (fill_triangle2.c:208 @ bb7d)
  0.02     49.75     0.01                             fill_triangle_color (fill_triangle2.c:194 @ bbc8)
  0.02     49.76     0.01                             fill_triangle_texture (fill_triangle.c:212 @ acb0)
  0.02     49.77     0.01                             fill_triangle_texture (fill_triangle.c:327 @ ad2b)
  0.02     49.78     0.01                             fill_triangle_texture (fill_triangle.c:231 @ ae31)
  0.02     49.79     0.01                             fill_triangle_texture (fill_triangle.c:234 @ aeda)
  0.02     49.80     0.01                             fill_triangle_texture (fill_triangle.c:239 @ aef9)
  0.02     49.81     0.01                             fill_triangle_texture (fill_triangle.c:248 @ af22)
  0.02     49.82     0.01                             fill_triangle_texture (fill_triangle.c:257 @ af69)
  0.02     49.83     0.01                             fill_triangle_texture (fill_triangle.c:282 @ b2d0)
  0.02     49.84     0.01                             fill_triangle_texture (fill_triangle.c:287 @ b2f1)
  0.02     49.85     0.01                             fill_triangle_texture (fill_triangle.c:293 @ b2fb)
  0.02     49.86     0.01                             fill_triangle_texture (fill_triangle.c:293 @ b321)
  0.02     49.87     0.01                             fill_triangle_texture (fill_triangle.c:294 @ b37d)
  0.02     49.88     0.01                             fill_triangle_texture (fill_triangle.c:324 @ b48c)
  0.02     49.89     0.01                             fill_triangle_texture (fill_triangle.c:280 @ b4a2)
  0.02     49.90     0.01                             ft_memcpy (ft_memcpy.c:29 @ ec5f)
  0.02     49.91     0.01                             ft_memcpy (ft_memcpy.c:28 @ ec67)
  0.02     49.92     0.01                             getPixelColorsRGBA8 (lodepng.c:3633 @ 1a303)
  0.02     49.93     0.01                             get_free_index (clipping_xy.c:42 @ d0ff)
  0.02     49.94     0.01                             huffmanDecodeSymbol (lodepng.c:1075 @ 16117)
  0.02     49.95     0.01                             huffmanDecodeSymbol (lodepng.c:1078 @ 16150)
  0.02     49.96     0.01                             inflateHuffmanBlock (lodepng.c:1260 @ 1695f)
  0.02     49.97     0.01                             inflateHuffmanBlock (lodepng.c:1275 @ 16a46)
  0.02     49.98     0.01                             inflateHuffmanBlock (lodepng.c:1279 @ 16a90)
  0.02     49.99     0.01                             inflateHuffmanBlock (lodepng.c:1312 @ 16bff)
  0.02     50.00     0.01                             inflateHuffmanBlock (lodepng.c:1318 @ 16c9e)
  0.02     50.01     0.01                             inner_loop (fill_triangle.c:136 @ af34)
  0.02     50.02     0.01                             inner_loop (fill_triangle.c:136 @ b3a4)
  0.02     50.03     0.01                             inner_loop (fill_triangle.c:156 @ b521)
  0.02     50.04     0.01                             inner_loop (fill_triangle.c:149 @ b5fe)
  0.02     50.05     0.01                             lodepng_crc32 (lodepng.c:2662 @ 176c5)
  0.02     50.06     0.01                             lodepng_crc32 (lodepng.c:2662 @ 17718)
  0.02     50.07     0.01                             lodepng_memset (lodepng.c:127 @ 14966)
  0.02     50.08     0.01                             mlx_texture_to_image (mlx_texture.c:31 @ 147e6)
  0.02     50.09     0.01                             my_str_cpy (get_next_line_utils.c:74 @ ff85)
  0.02     50.10     0.01                             my_str_cpy (get_next_line_utils.c:70 @ 10470)
  0.02     50.11     0.01                             rasterize (draw.c:251 @ 542e)
  0.02     50.12     0.01                             rasterize (draw.c:251 @ 5449)
  0.02     50.13     0.01                             rasterize (draw.c:264 @ 550c)
  0.02     50.14     0.01                             rasterize (draw.c:267 @ 5523)
  0.02     50.15     0.01                             rasterize (draw.c:278 @ 5561)
  0.02     50.16     0.01                             rasterize (draw.c:285 @ 5592)
  0.02     50.17     0.01                             rasterize (draw.c:284 @ 559a)
  0.02     50.18     0.01                             rasterize (draw.c:284 @ 55ca)
  0.02     50.19     0.01                             rasterize (draw.c:310 @ 574c)
  0.02     50.20     0.01                             readBits (lodepng.c:576 @ 155af)
  0.02     50.21     0.01                             reset_pixel_buffer (utils1.c:57 @ 79fb)
  0.02     50.22     0.01                             scale_to_screen (draw.c:162 @ 56a5)
  0.02     50.23     0.01                             sort_buffer (get_next_line_utils.c:92 @ 102a3)
  0.02     50.24     0.01                             sort_vertexes_for_y (fill_triangle.c:26 @ abae)
  0.02     50.25     0.01                             sort_vertexes_for_y (fill_triangle.c:30 @ abd1)
  0.02     50.26     0.01                             sort_vertexes_for_y (fill_triangle.c:35 @ ac15)
  0.02     50.27     0.01                             sort_vertexes_for_y (fill_triangle.c:40 @ ac50)
  0.02     50.28     0.01                             unfilterScanline (lodepng.c:4510 @ 1d5bd)
  0.02     50.29     0.01                             unit_vec3 (vec3.c:30 @ 5f28)
  0.02     50.30     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ af1d)
  0.02     50.31     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ af52)
  0.02     50.32     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ b330)
  0.02     50.33     0.01                             v3_add_incl_uv (fill_triangle.c:76 @ b4e0)
  0.02     50.34     0.01                             v3_scale (vec3.c:189 @ 642b)
  0.02     50.35     0.01                             v3_sub_incl_uv (fill_triangle.c:89 @ adbe)
  0.02     50.36     0.01                             zero_f (utils1.c:64 @ 7a5e)
  0.02     50.37     0.01                             zero_f (utils1.c:64 @ 7a67)
  0.01     50.38     0.01                             advanceBits (lodepng.c:571 @ 15586)
  0.01     50.38     0.01                             append_buffer (get_next_line_utils.c:124 @ 10552)
  0.01     50.38     0.01                             append_buffer (get_next_line_utils.c:127 @ 10556)
  0.01     50.39     0.01                             clipping_xy (clipping_xy.c:181 @ cd5e)
  0.01     50.40     0.01                             clipping_xy (clipping_xy.c:204 @ ce75)
  0.01     50.40     0.01                             clipping_xy (clipping_xy.c:203 @ ce7e)
  0.01     50.41     0.01                             clipping_z_near (clipping_z.c:136 @ c4df)
  0.01     50.41     0.01                             clipping_z_near (clipping_z.c:137 @ c4e6)
  0.01     50.41     0.01                             clipping_z_near (clipping_z.c:137 @ c509)
  0.01     50.42     0.01                             clipping_z_near (clipping_z.c:136 @ c512)
  0.01     50.42     0.01                             count_inside_points (clipping_xy.c:162 @ cbd0)
  0.01     50.43     0.01                             count_inside_points (clipping_xy.c:158 @ cbd3)
  0.01     50.44     0.01                             count_inside_points (clipping_xy.c:158 @ cc62)
  0.01     50.44     0.01                             count_inside_points (clipping_xy.c:157 @ cd37)
  0.01     50.45     0.01                             cross_product (vec3.c:104 @ 614e)
  0.01     50.45     0.01                             cross_product (vec3.c:106 @ 6153)
  0.01     50.45     0.01                             dot_prod_unit (vec3.c:112 @ 619e)
  0.01     50.46     0.01                             draw_mesh (draw.c:372 @ 5afe)
  0.01     50.47     0.01                             draw_mesh (draw.c:379 @ 5c27)
  0.01     50.47     0.01                             draw_mesh (draw.c:409 @ 5d9f)
  0.01     50.48     0.01                             ensureBits25 (lodepng.c:539 @ 15303)
  0.01     50.48     0.01                             ensureBits32 (lodepng.c:546 @ 153af)
  0.01     50.48     0.01                             fill_slider (menu.c:91 @ dd8d)
  0.01     50.49     0.01                             fill_slider (menu.c:90 @ dd8f)
  0.01     50.49     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b850)
  0.01     50.50     0.01                             fill_triangle_color (fill_triangle2.c:136 @ b852)
  0.01     50.51     0.01                             fill_triangle_color (fill_triangle2.c:180 @ ba75)
  0.01     50.51     0.01                             fill_triangle_color (fill_triangle2.c:187 @ ba7a)
  0.01     50.52     0.01                             fill_triangle_color (fill_triangle2.c:216 @ bb9a)
  0.01     50.52     0.01                             fill_triangle_color (fill_triangle2.c:167 @ bbaa)
  0.01     50.52     0.01                             fill_triangle_texture (fill_triangle.c:197 @ ac97)
  0.01     50.53     0.01                             fill_triangle_texture (fill_triangle.c:208 @ ac9b)
  0.01     50.53     0.01                             fill_triangle_texture (fill_triangle.c:198 @ aca8)
  0.01     50.54     0.01                             fill_triangle_texture (fill_triangle.c:208 @ acab)
  0.01     50.55     0.01                             fill_triangle_texture (fill_triangle.c:257 @ af75)
  0.01     50.55     0.01                             fill_triangle_texture (fill_triangle.c:254 @ af77)
  0.01     50.55     0.01                             fill_triangle_texture (fill_triangle.c:254 @ b0a0)
  0.01     50.56     0.01                             get_free_index (clipping_xy.c:36 @ d0d0)
  0.01     50.56     0.01                             get_free_index (clipping_xy.c:34 @ d0e2)
  0.01     50.57     0.01                             get_unset_used_index (clipping_xy.c:71 @ d370)
  0.01     50.58     0.01                             get_unset_used_index (clipping_xy.c:68 @ d377)
  0.01     50.58     0.01                             inflateHuffmanBlock (lodepng.c:1255 @ 1695a)
  0.01     50.59     0.01                             inflateHuffmanBlock (lodepng.c:1265 @ 169ca)
  0.01     50.59     0.01                             inflateHuffmanBlock (lodepng.c:1267 @ 169e6)
  0.01     50.59     0.01                             inflateHuffmanBlock (lodepng.c:1268 @ 169f2)
  0.01     50.60     0.01                             inflateHuffmanBlock (lodepng.c:1292 @ 16b1c)
  0.01     50.60     0.01                             inflateHuffmanBlock (lodepng.c:1301 @ 16b70)
  0.01     50.61     0.01                             inflateHuffmanBlock (lodepng.c:1305 @ 16b8e)
  0.01     50.62     0.01                             inflateHuffmanBlock (lodepng.c:1314 @ 16c43)
  0.01     50.62     0.01                             inflateHuffmanBlock (lodepng.c:1333 @ 16d6b)
  0.01     50.62     0.01                             inflateHuffmanBlock (lodepng.c:1335 @ 16d77)
  0.01     50.63     0.01                             inner_loop (fill_triangle.c:156 @ afba)
  0.01     50.63     0.01                             inner_loop (fill_triangle.c:139 @ b0a3)
  0.01     50.64     0.01                             lodepng_convert_rgb (lodepng.c:3924 @ 1bb5c)
  0.01     50.65     0.01                             rasterize (draw.c:267 @ 5535)
  0.01     50.65     0.01                             rasterize (draw.c:285 @ 55e2)
  0.01     50.66     0.01                             rasterize (draw.c:286 @ 55ea)
  0.01     50.66     0.01                             rasterize (draw.c:326 @ 5863)
  0.01     50.66     0.01                             readBits (lodepng.c:578 @ 155c5)
  0.01     50.67     0.01                             reverseBits (lodepng.c:581 @ 155c7)
  0.01     50.67     0.01                             sort_buffer (get_next_line_utils.c:94 @ 102c9)
  0.01     50.68     0.01                             sort_buffer (get_next_line_utils.c:95 @ 102cf)
  0.01     50.69     0.01                             sort_buffer (get_next_line_utils.c:97 @ 102d5)
  0.01     50.69     0.01                             sort_buffer (get_next_line_utils.c:98 @ 102da)
  0.01     50.70     0.01                             sort_vertexes_for_y (fill_triangle.c:25 @ aba9)
  0.01     50.70     0.01                             sort_vertexes_for_y (fill_triangle.c:28 @ abb3)
  0.00     50.70     0.00  9587604     0.00     0.00  ft_isdigit (ft_isdigit.c:14 @ ea00)
  0.00     50.70     0.00  4950208     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ ab50)
  0.00     50.70     0.00  4938842     0.00     0.00  fill_triangle_texture (fill_triangle.c:185 @ ac60)
  0.00     50.70     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ efe0)
  0.00     50.70     0.00  2839367     0.00     0.00  ft_strchr (ft_strchr.c:16 @ edf0)
  0.00     50.70     0.00  1569210     0.00     0.00  ft_strlen (ft_strlen.c:16 @ ea20)
  0.00     50.70     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ ef40)
  0.00     50.70     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ eea0)
  0.00     50.70     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fca0)
  0.00     50.70     0.00   743101     0.00     0.00  ft_split (ft_split.c:66 @ f4e0)
  0.00     50.70     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fdf0)
  0.00     50.70     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ fe70)
  0.00     50.70     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f7e0)
  0.00     50.70     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f690)
  0.00     50.70     0.00   632419     0.00     0.00  my_str_cpy (get_next_line_utils.c:64 @ ff20)
  0.00     50.70     0.00   509777     0.00     0.00  v3_add (vec3.c:115 @ 61a0)
  0.00     50.70     0.00   509140     0.00     0.00  v3_scale (vec3.c:182 @ 6400)
  0.00     50.70     0.00   507866     0.00     0.00  line_zplane_intersection (clipping_z.c:39 @ bd10)
  0.00     50.70     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 8740)
  0.00     50.70     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f910)
  0.00     50.70     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8cd0)
  0.00     50.70     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8bb0)
  0.00     50.70     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ eae0)
  0.00     50.70     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 82b0)
  0.00     50.70     0.00    11366     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b610)
  0.00     50.70     0.00     5096     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620)
  0.00     50.70     0.00     1274     0.00     0.00  draw_mesh (draw.c:336 @ 5900)
  0.00     50.70     0.00     1274     0.00     0.00  fill_model_matrix (draw.c:175 @ 4f80)
  0.00     50.70     0.00     1274     0.00     0.00  init_day_light (draw.c:207 @ 50f0)
  0.00     50.70     0.00     1274     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a550)
  0.00     50.70     0.00     1274     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a2a0)
  0.00     50.70     0.00     1274     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ a0e0)
  0.00     50.70     0.00     1274     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a170)
  0.00     50.70     0.00     1274     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a220)
  0.00     50.70     0.00     1274     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9f50)
  0.00     50.70     0.00     1274     0.00     0.00  translation_matrix (init_matrix.c:77 @ a030)
  0.00     50.70     0.00      682     0.00     0.00  cursor_hook (key_handlers.c:152 @ d920)
  0.00     50.70     0.00      672     0.00     0.00  display_fps_hook (fps.c:170 @ 4410)
  0.00     50.70     0.00      672     0.00     0.00  ft_hook (main.c:139 @ 32a0)
  0.00     50.70     0.00      672     0.00     0.00  menu_handler (menu_public.c:36 @ e040)
  0.00     50.70     0.00      637     0.00     0.00  get_direction (vec3.c:337 @ 67a0)
  0.00     50.70     0.00      637     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00     50.70     0.00      229     0.00     0.00  display_digit (fps.c:84 @ 3f80)
  0.00     50.70     0.00      204     0.00     0.00  display_fps (fps.c:136 @ 4220)
  0.00     50.70     0.00       99     0.00     0.00  key_hook (key_handlers.c:113 @ d670)
  0.00     50.70     0.00       72     0.00     0.00  add_vec3 (vec3.c:213 @ 64d0)
  0.00     50.70     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ eef0)
  0.00     50.70     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fb90)
  0.00     50.70     0.00       34     0.00     0.00  handle_open_menu (menu.c:103 @ dce0)
  0.00     50.70     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f2c0)
  0.00     50.70     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ ed80)
  0.00     50.70     0.00        8     0.00     0.00  ft_strjoin (ft_strjoin.c:16 @ f040)
  0.00     50.70     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7960)
  0.00     50.70     0.00        4     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e3d0)
  0.00     50.70     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e130)
  0.00     50.70     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ dc00)
  0.00     50.70     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fdc0)
  0.00     50.70     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ da60)
  0.00     50.70     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:193 @ 3800)
  0.00     50.70     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fd00)
  0.00     50.70     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ a090)
  0.00     50.70     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e820)
  0.00     50.70     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9b90)
  0.00     50.70     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e790)
  0.00     50.70     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 85b0)
  0.00     50.70     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8890)
  0.00     50.70     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 9230)
  0.00     50.70     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 99f0)
  0.00     50.70     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e8c0)
  0.00     50.70     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ e960)
  0.00     50.70     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ de10)
  0.00     50.70     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3d80)
  0.00     50.70     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ dfa0)
  0.00     50.70     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3cf0)
  0.00     50.70     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e650)
  0.00     50.70     0.00        1     0.00     0.00  init_main (init.c:47 @ e4b0)
  0.00     50.70     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ e090)
  0.00     50.70     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e6f0)
  0.00     50.70     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 9300)
  0.00     50.70     0.00        1     0.00     0.00  parse_mtl (obj_parser.c:421 @ 9480)
  0.00     50.70     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 7840)
  0.00     50.70     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 79a0)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.02% of 50.70 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[77]     0.3    0.15    0.00                 paethPredictor (lodepng.c:4241 @ 1bb5e) [77]
-----------------------------------------------
                0.12    0.00 50264660/50264660     draw_mesh (draw.c:421 @ 5df1) [39]
[84]     0.2    0.12    0.00 50264660         rasterize (draw.c:251 @ 53e0) [84]
-----------------------------------------------
                0.00    0.00       1/186564186     reset_camera (utils1.c:26 @ 78ef) [548]
                0.00    0.00       1/186564186     reset_camera (utils1.c:27 @ 790e) [546]
                0.00    0.00       1/186564186     reset_camera (utils1.c:29 @ 791b) [549]
                0.00    0.00       2/186564186     arr_append (arr_append.c:34 @ fd60) [544]
                0.00    0.00       2/186564186     arr_append (arr_append.c:35 @ fd75) [545]
                0.00    0.00       3/186564186     add_menu_widget (menu_public.c:68 @ e17b) [542]
                0.00    0.00      22/186564186     triangulation (obj_parser.c:242 @ 849e) [539]
                0.00    0.00    1274/186564186     fill_model_matrix (draw.c:203 @ 50ad) [528]
                0.00    0.00  133024/186564186     triangulation (obj_parser.c:255 @ 834b) [522]
                0.00    0.00  266188/186564186     parse_face_vertex (obj_parser.c:192 @ 8c22) [520]
                0.02    0.00 46540917/186564186     rasterize (draw.c:286 @ 5603) [136]
                0.07    0.00 139622751/186564186     cpy_triangle_data_rasterize (draw.c:242 @ 562f) [120]
[104]    0.2    0.09    0.00 186564186         ft_memcpy (ft_memcpy.c:16 @ eb10) [104]
-----------------------------------------------
                0.00    0.00     565/159783746     handle_movement_per_frame (main.c:63 @ 3278) [536]
                0.00    0.00    1228/159783746     handle_movement_per_frame (main.c:63 @ 3060) [527]
                0.00    0.00    7211/159783746     fill_triangle_color (fill_triangle2.c:158 @ b9ac) [526]
                0.00    0.00   11366/159783746     fill_triangle_color (fill_triangle2.c:86 @ b658) [524]
                0.00    0.00   11366/159783746     fill_triangle_color (fill_triangle2.c:90 @ b6ee) [525]
                0.00    0.00  507866/159783746     line_zplane_intersection (clipping_z.c:53 @ bded) [516]
                0.00    0.00  507866/159783746     line_zplane_intersection (clipping_z.c:60 @ bdfd) [517]
                0.00    0.00  507866/159783746     line_zplane_intersection (clipping_z.c:64 @ be16) [518]
                0.00    0.00 4310200/159783746     fill_triangle_texture (fill_triangle.c:272 @ b1ba) [510]
                0.00    0.00 4417880/159783746     fast_line_intersect (clipping_xy.c:100 @ c9b7) [509]
                0.00    0.00 4938739/159783746     fill_triangle_texture (fill_triangle.c:227 @ adec) [508]
                0.00    0.00 4938842/159783746     v3_sub_incl_uv (fill_triangle.c:86 @ ad1a) [507]
                0.07    0.00 139622751/159783746     rasterize (draw.c:291 @ 564e) [130]
[115]    0.2    0.08    0.00 159783746         zero_f (utils1.c:63 @ 7a50) [115]
-----------------------------------------------
                0.01    0.00 84736288/405002844     draw_mesh (draw.c:372 @ 5afe) [298]
                0.01    0.00 84736288/405002844     draw_mesh (draw.c:373 @ 5b13) [191]
                0.01    0.00 84736288/405002844     draw_mesh (draw.c:374 @ 5b2a) [170]
                0.03    0.00 150793980/405002844     draw_mesh (draw.c:417 @ 5ddb) [171]
[122]    0.1    0.07    0.00 405002844         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a9f0) [122]
-----------------------------------------------
                0.00    0.00  529036/52473600     clipping_xy (clipping_xy.c:188 @ d281) [513]
                0.00    0.00  529036/52473600     clipping_xy (clipping_xy.c:189 @ d296) [514]
                0.00    0.00  575434/52473600     clipping_xy (clipping_xy.c:198 @ ce11) [511]
                0.00    0.00  575434/52473600     clipping_xy (clipping_xy.c:201 @ ce3d) [512]
                0.07    0.00 50264660/52473600     rasterize (draw.c:261 @ 549b) [131]
[123]    0.1    0.07    0.00 52473600         clipping_z_near (clipping_z.c:126 @ c490) [123]
-----------------------------------------------
                0.00    0.00    1274/136017954     matrix_point_at (init_matrix.c:188 @ a351) [533]
                0.00    0.00 1015732/136017954     line_zplane_intersection (clipping_z.c:65 @ be23) [515]
                0.02    0.00 50264660/136017954     draw_mesh (draw.c:389 @ 5cff) [114]
                0.04    0.00 84736288/136017954     draw_mesh (draw.c:381 @ 5c4a) [16]
[137]    0.1    0.06    0.00 136017954         dot_prod_unit (vec3.c:110 @ 6170) [137]
-----------------------------------------------
                                                 <spontaneous>
[143]    0.1    0.06    0.00                 _init [143]
-----------------------------------------------
                                                 <spontaneous>
[154]    0.1    0.05    0.00                 advanceBits (lodepng.c:568 @ 1554b) [154]
-----------------------------------------------
                0.00    0.00    1274/254850105     matrix_point_at (init_matrix.c:185 @ a2ee) [537]
                0.00    0.00    1274/254850105     matrix_point_at (init_matrix.c:190 @ a3be) [538]
                0.00    0.00  130827/254850105     clipping_z_near (clipping_z.c:152 @ c7b6) [523]
                0.00    0.00  507866/254850105     line_zplane_intersection (clipping_z.c:52 @ bd93) [521]
                0.01    0.00 84736288/254850105     draw_mesh (draw.c:381 @ 5c4a) [16]
                0.03    0.00 169472576/254850105     draw_mesh (draw.c:378 @ 5b41) [8]
[172]    0.1    0.04    0.00 254850105         v3_sub (vec3.c:138 @ 6270) [172]
-----------------------------------------------
                0.04    0.00 46540917/46540917     rasterize (draw.c:300 @ 56cd) [187]
[173]    0.1    0.04    0.00 46540917         call_clipping_xy (clipping_xy.c:250 @ cb30) [173]
-----------------------------------------------
                0.00    0.00       1/85249899     reset_camera (utils1.c:27 @ 790e) [546]
                0.00    0.00       1/85249899     reset_camera (utils1.c:30 @ 792d) [550]
                0.00    0.00       3/85249899     handle_movement_per_frame (main.c:42 @ 31ed) [543]
                0.00    0.00       7/85249899     handle_movement_per_frame (main.c:49 @ 311d) [540]
                0.00    0.00     637/85249899     cursor_movement_per_frame (main.c:18 @ 2eda) [535]
                0.00    0.00    1274/85249899     init_light (draw.c:145 @ 524f) [529]
                0.00    0.00    1274/85249899     init_light (draw.c:150 @ 5a20) [530]
                0.00    0.00    1274/85249899     matrix_point_at (init_matrix.c:186 @ a349) [531]
                0.00    0.00    1274/85249899     matrix_point_at (init_matrix.c:191 @ a42b) [532]
                0.00    0.00  507866/85249899     line_zplane_intersection (clipping_z.c:61 @ be0a) [519]
                0.04    0.00 84736288/85249899     draw_mesh (draw.c:378 @ 5c32) [88]
[190]    0.1    0.04    0.00 85249899         unit_vec3 (vec3.c:18 @ 5ed0) [190]
-----------------------------------------------
                                                 <spontaneous>
